Month No.,Month-Day(s)-Events
1,"[""January 6\n6 January Dictatorship: King Alexander of the Serbs, Croats, and Slovenes suspends his country's constitution.\nAlbanian missionary sister Agnes Gonxha Bojaxhiu, later known as Mother Teresa, arrives in Calcutta from Ireland to begin her work in India."", ""6 January Dictatorship: King Alexander of the Serbs, Croats, and Slovenes suspends his country's constitution."", 'Albanian missionary sister Agnes Gonxha Bojaxhiu, later known as Mother Teresa, arrives in Calcutta from Ireland to begin her work in India.', ""January 10 – The first appearance of Hergé's Belgian comic book hero Tintin, as Tintin in the Land of the Soviets (Les Aventures de Tintin, reporter..., au pays des Soviets), begins serialization in the children's newspaper supplement, Le Petit Vingtième."", 'January 17 – The comic strip hero Popeye first appears in Thimble Theatre.', ""January 17 – Kabul falls to Habibullāh Kalakāni's forces, beginning a 9-month period of Saqqawist rule in Afghanistan while the Afghan Civil War continues."", 'January 29 – All Quiet on the Western Front (Im Westen nichts Neues), by Erich Maria Remarque, is published in book form.']"
2,"['February 9 – ""Litvinov\'s Pact"" is signed in Moscow by the Soviet Union, Poland, Estonia, Romania and Latvia, who agree not to use force to settle disputes between themselves.', 'February 11 – The Kingdom of Italy and the Holy See of the Catholic Church sign the Lateran Treaty, to establish the Vatican City as an independent sovereign enclave within Rome, resolving the ""Roman Question"".', 'February 14 – ""Saint Valentine\'s Day Massacre"": Five gangsters (rivals of Al Capone), plus a civilian, are shot dead in Chicago.', 'February 21 – In the first battle of the Warlord Rebellion in northeastern Shandong against the Nationalist government of China, a 24,000-strong rebel force led by Zhang Zongchang is defeated at Zhifu by 7,000 NRA troops.', 'February 26 – Grand Teton National Park is established by the United States Congress.']"
3,"['March 2 – The longest bridge in the world at this time, the San Francisco Bay Toll-Bridge, opens.', 'March 3 – A revolt by Generals José Gonzalo Escobar and Jesús María Aguirre fails in Mexico.', 'March 4\nHerbert Hoover is sworn in, as the 31st president of the United States.\nThe National Revolutionary Party (Partido Nacional Revolucionario) is established in Mexico, by ex-President Plutarco Elías Calles. Under a succession of names, it will hold power in the country continuously for the next 71 years.', 'Herbert Hoover is sworn in, as the 31st president of the United States.', 'The National Revolutionary Party (Partido Nacional Revolucionario) is established in Mexico, by ex-President Plutarco Elías Calles. Under a succession of names, it will hold power in the country continuously for the next 71 years.', 'March 17 – Second of the Davos University Conferences opens in Switzerland; this includes the Cassirer–Heidegger debate in philosophy.', 'March 28 – Japanese forces withdraw from Shandong province to their garrison in Tsingtao, bringing an end to the Jinan Incident.', 'March 30 – Imperial Airways begins operating the first commercial flights between London and Karachi.']"
4,['April 3 – Persia signs the Litvinov Protocol.']
5,"['May 1 – The 7.2 Mw Kopet Dag earthquake shakes the Iran-Turkmenistan border region, with a maximum Mercalli intensity of IX (Violent), killing up to 3,800 and injuring 1,121.', 'May 7 – ""The Battle Of Blood Alley"" is fought by a razor gang in Sydney, Australia.', 'May 16 – The 1st Academy Awards are presented in a 15-minute ceremony at the Hollywood Roosevelt Hotel, honoring the best movies of 1927 and 1928, Wings (1927) winning Best Picture. Gerald Duffy (died 1928) receives the only Academy Award for Best Title Writing ever awarded (for his intertitles to the silent film The Private Life of Helen of Troy (1927)).', 'May 31 – The United Kingdom general election again returns a hung parliament; the Liberals in Parliament determine which party will govern.']"
6,"['June 1 – The 1st Conference of the Communist Parties of Latin America is held in Buenos Aires.', 'June 3 – The Treaty of Lima settles a border dispute between Peru and Chile.', 'June 7 – The Lateran Treaty, making Vatican City a sovereign state, is ratified.', ""June 8 – Ramsay MacDonald forms the United Kingdom's second Labour government."", 'June 21 – An agreement brokered by U.S. Ambassador Dwight Whitney Morrow helps end the Cristero War in Mexico.', 'June 27 – The first public demonstration of color TV is held, by H. E. Ives and his colleagues at Bell Telephone Laboratories in New York. The first images are a bouquet of roses and an American flag. A mechanical system is used to transmit 50-line color television images between New York and Washington.']"
7,"['July 24\nThe Kellogg–Briand Pact, renouncing war as an instrument of foreign policy, goes into effect (it was first signed in Paris on August 27, 1928, by most leading world powers).\nUnion Airways Pty. Ltd. is founded, to be nationalised as South African Airways, on 1 February 1934.', 'The Kellogg–Briand Pact, renouncing war as an instrument of foreign policy, goes into effect (it was first signed in Paris on August 27, 1928, by most leading world powers).', 'Union Airways Pty. Ltd. is founded, to be nationalised as South African Airways, on 1 February 1934.', ""July 25 – Pope Pius XI emerges from the Apostolic Palace, and enters St. Peter's Square in a huge procession witnessed by about 250,000 persons, thus ending nearly 60 years of self-imposed status by the papacy as Prisoner in the Vatican."", 'July 27\nThe Geneva Convention addresses the treatment of prisoners of war.\nThe Red Crescent is adopted as an additional emblem of the League of Red Cross Societies.', 'The Geneva Convention addresses the treatment of prisoners of war.', 'The Red Crescent is adopted as an additional emblem of the League of Red Cross Societies.', 'July 29 - the French prime minister Raymond Poincaré resigns, and is succeeded by Aristide Briand.']"
8,"['August 8–29 – German rigid airship LZ 127 Graf Zeppelin makes a circumnavigation of the Northern Hemisphere eastabout out of Lakehurst, New Jersey, including the first nonstop flight of any kind across the Pacific Ocean (Tokyo–Los Angeles).', 'August 16 – The 1929 Palestine riots break out between Palestinians and Jews in Mandatory Palestine, and continue until the end of the month. In total, 133 Jews and 116 Palestinians are killed.', ""August 20 – John Logie Baird's experimental 30-line television system is first transmitted, by the British Broadcasting Corporation."", 'August 23–24 – The 1929 Hebron massacre: 65–68 Jews are killed by Palestinians and the remaining Jews are forced to leave Hebron.', 'August 29\nThe 1929 Safed massacre: 18–20 Jews are killed in Safed by Palestinian Arabs.\nThe SS\xa0San Juan collides with the oil tanker S.C.T. Dodd off the California coast, causing the San Juan to sink in 3 minutes, killing 77 people.', 'The 1929 Safed massacre: 18–20 Jews are killed in Safed by Palestinian Arabs.', 'The SS\xa0San Juan collides with the oil tanker S.C.T. Dodd off the California coast, causing the San Juan to sink in 3 minutes, killing 77 people.', 'August 31 – The Young Plan, which sets the total World War I reparations owed by Germany at US$26,350,000,000 to be paid over a period of 58½ years, is finalized.']"
9,"['September 3 – The Dow Jones Industrial Average peaks at 381.17, a height it would not reach again until November 1954.', 'September 5 – Aristide Briand presents his plan for the United States of Europe.', 'September 7 – The steamship SS Kuru sank in Lake Näsijärvi near Tampere, Finland, leading to 138 people drowning.', 'September 17 – A coup ousts Augustinas Voldemaras from his Prime Minister position in Lithuania; he is replaced by the brother-in-law of President Antanas Smetona, Juozas Tūbelis.', 'September 30 – Fritz von Opel pilots the first rocket-powered aircraft, the Opel RAK.1, in front of a large crowd in Frankfurt am Main.']"
10,"['October 3 – The country officially known as the Kingdom of Serbs, Croats and Slovenes changes its name to Kingdom of Yugoslavia.', 'October 6 – Serie A, the top-class professional football league of Italy, replaces the Divisione Nazionale.', 'October 12 – 1929 Australian federal election: The Labor Party, led by James Scullin, defeats the Nationalist/Country Coalition Government, led by Prime Minister Stanley Bruce. Scullin will be sworn in on October 22. Notably, this is the first occasion in Australian political history where a sitting Prime Minister loses his own seat (the second being John Howard in 2007).', 'October 13 – Afghan Civil War ends.', 'October 18 – On appeal from the Supreme Court of Canada  on behalf of ""The Famous Five"" Canadian women in the landmark case of Edwards v. Canada (Attorney General), the Judicial Committee of the Privy Council in the United Kingdom announces that women are ""persons"" under the British North America Acts, and thus eligible for appointment to the Senate of Canada.', 'October 22 – The government of Aristide Briand falls in France.', 'October 24–29 – Wall Street Crash of 1929: Three multi-digit percentage drops wipe out more than $30\xa0billion from the New York Stock Exchange (10 times greater than the annual budget of the federal government).', 'October 25 – Former U.S. Interior Secretary Albert B. Fall is convicted of bribery for his role in the Teapot Dome scandal, becoming the first Presidential cabinet member to go to prison for actions in office.']"
