Month No.,Month-Day(s)-Events
1,"['January 11 – Sir Charles Kingsford Smith makes the first commercial flight between Australia and New Zealand.', 'January 17 – The United States Congress votes in favour of Philippines independence, against the wishes of U.S. President Herbert Hoover.', 'January 28 – ""Pakistan Declaration"": Choudhry Rahmat Ali publishes (in Cambridge, UK) a pamphlet entitled Now or Never; Are We to Live or Perish Forever?, in which he calls for the creation of a Muslim state in northwest India that he calls ""Pakstan""; this influences the Pakistan Movement.', 'January 30\nNational Socialist German Workers Party leader Adolf Hitler is appointed Chancellor of Germany by President of Germany Paul von Hindenburg.\nÉdouard Daladier forms a government in France in succession to Joseph Paul-Boncour. He is succeeded on October 26 by Albert Sarraut and on November 26 by Camille Chautemps.', 'National Socialist German Workers Party leader Adolf Hitler is appointed Chancellor of Germany by President of Germany Paul von Hindenburg.', 'Édouard Daladier forms a government in France in succession to Joseph Paul-Boncour. He is succeeded on October 26 by Albert Sarraut and on November 26 by Camille Chautemps.']"
2,"['February 1 – Adolf Hitler gives his ""Proclamation to the German People"" in Berlin.', 'February 3 – Adolf Hitler gives a secret speech to his military leaders, outlining his plans to rearm Germany in defiance of the Treaty of Versailles, and to adopt a policy of Lebensraum in eastern Europe.', 'February 5 – A mutiny starts on the Royal Netherlands Navy coastal defence ship De Zeven Provinciën in the Dutch East Indies. After 6 days, it is bombed by a Dutch aircraft, killing 23 men, and the remaining mutineers surrender.', 'February 6–7 – Officers on the USS Ramapo record a 34-meter high sea-wave in the Pacific Ocean.', 'February 9 – The King and Country debate: The Oxford Union student debating society in England passes a resolution stating, ""That this House will in no circumstances fight for its King and country.""', 'February 10 – The New York City-based Postal Telegraph Company introduces the first singing telegram.', 'February 15 – In Miami, Giuseppe Zangara attempts to assassinate President-elect Franklin D. Roosevelt, but instead fatally wounds the Mayor of Chicago, Anton Cermak.', 'February 17 – The Blaine Act passes the United States Senate, submitting the proposed Twenty-first Amendment to the Constitution to the states for ratification. The amendment is ratified on December 5, ending prohibition in the United States.', ""February 27 – Reichstag fire: Germany's parliament building in Berlin, the Reichstag building, is set on fire under controversial circumstances. The following day, the Reichstag Fire Decree is passed in response to the Reichstag fire, nullifying many German civil liberties."", 'February 28 – English cricket team in Australia in 1932–33: The England cricket team wins The Ashes using the controversial bodyline tactic.']"
3,"['March 3 - 1933 Sanriku earthquake: A powerful earthquake and tsunami hit Honshū, Japan, killing approximately 3,000 people.', 'March 4\nFranklin D. Roosevelt (FDR) is sworn in as the 32nd president of the United States, beginning his ""first 100 days"". In reference to the Great Depression, he proclaims ""The only thing we have to fear, is fear itself"" in his inauguration speech. It is the last time Inauguration Day in the United States occurs on March 4.\nThe Parliament of Austria is suspended because of a quibble over procedure; Chancellor Engelbert Dollfuss initiates authoritarian rule by decree, an origin of Austrofascism.', 'Franklin D. Roosevelt (FDR) is sworn in as the 32nd president of the United States, beginning his ""first 100 days"". In reference to the Great Depression, he proclaims ""The only thing we have to fear, is fear itself"" in his inauguration speech. It is the last time Inauguration Day in the United States occurs on March 4.', 'The Parliament of Austria is suspended because of a quibble over procedure; Chancellor Engelbert Dollfuss initiates authoritarian rule by decree, an origin of Austrofascism.', 'March 5\nThe Great Depression: President Franklin D. Roosevelt declares a ""Bank holiday"", closing all United States banks and freezing all financial transactions (the \'holiday\' ends on March 13).\nMarch 1933 German federal election: National Socialists gain 43.9% of the votes.', 'The Great Depression: President Franklin D. Roosevelt declares a ""Bank holiday"", closing all United States banks and freezing all financial transactions (the \'holiday\' ends on March 13).', 'March 1933 German federal election: National Socialists gain 43.9% of the votes.', 'March 7 – The real-estate trading board game Monopoly is invented in the United States.', 'March 10 – The 6.4 Mw\u202f Long Beach earthquake shakes Southern California with a maximum Mercalli intensity of VIII (Severe), killing 115 people.', 'March 12 – Great Depression: Franklin Delano Roosevelt addresses the nation for the first time as President of the United States, in the first of his ""Fireside chats"".', 'March 14 – Indonesian Association football club Persib Bandung is founded as Bandoeng Inlandsche Voetbal Bond.', ""March 15\nThe Dow Jones Industrial Average rises from 53.84 to 62.10. The day's gain of 15.34%, achieved during the depths of the Great Depression, remains the largest 1-day percentage gain for the index.\nAustrian Chancellor Engelbert Dollfuss keeps members of the National Council from convening, starting the Austrofascist dictatorship."", ""The Dow Jones Industrial Average rises from 53.84 to 62.10. The day's gain of 15.34%, achieved during the depths of the Great Depression, remains the largest 1-day percentage gain for the index."", 'Austrian Chancellor Engelbert Dollfuss keeps members of the National Council from convening, starting the Austrofascist dictatorship.', 'March 20\nDachau, the first Nazi concentration camp, is completed in Germany (it opens March 22 to hold political prisoners).\nFirst of a series of meetings in the United States called by Jewish organizations calling for an international anti-Nazi boycott in response to the persecution of German Jews.\nGiuseppe Zangara, the attempted assassin of Franklin D. Roosevelt, is executed by the electric chair.', 'Dachau, the first Nazi concentration camp, is completed in Germany (it opens March 22 to hold political prisoners).', 'First of a series of meetings in the United States called by Jewish organizations calling for an international anti-Nazi boycott in response to the persecution of German Jews.', 'Giuseppe Zangara, the attempted assassin of Franklin D. Roosevelt, is executed by the electric chair.', 'March 22 – President Franklin Roosevelt signs an amendment to the Volstead Act known as the Cullen–Harrison Act, allowing the manufacture and sale of ""3.2 beer"" (3.2% alcohol by weight, approximately 4% alcohol by volume) and light wines.', 'March 23 – Gleichschaltung: The Reichstag passes the Enabling Act, making Adolf Hitler dictator of Germany, curbing its own power.', 'March 27 – Japan announces it will leave the League of Nations (due to a cancellation period of exactly two years, the egression becomes effective March 27, 1935).', 'March 29 – Welsh journalist Gareth Jones makes the first report in the West of the Holodomor famine-genocide in Ukraine.', 'March 31 – The Civilian Conservation Corps is established, with the mission of relieving rampant unemployment in the United States.']"
4,"['April 1 – The recently elected Nazis (under Julius Streicher) organize a one-day boycott of all Jewish-owned businesses in Germany.', 'April 2 – As a member of the English cricket team touring New Zealand, 1933, batsman Wally Hammond scores a record 336 runs in a test match at Eden Park, Auckland.', 'April 3\nAn anti-monarchist rebellion occurs in Siam (Thailand).\nThe first flight over Mount Everest is made by the British Houston-Mount Everest Flight Expedition, led by the Marquis of Clydesdale, and funded by Lucy, Lady Houston.', 'An anti-monarchist rebellion occurs in Siam (Thailand).', 'The first flight over Mount Everest is made by the British Houston-Mount Everest Flight Expedition, led by the Marquis of Clydesdale, and funded by Lucy, Lady Houston.', 'April 4 – American airship Akron crashes off the coast of New Jersey, killing 73 of its 76 crewmen. It is the worst aviation accident in history up to this date (and until 1950).', 'April 5\nThe International Court of Justice in The Hague decides that Greenland belongs to Denmark, and condemns Norwegian landings on eastern Greenland. Norway submits to the decision.\nPresident of the United States Franklin D. Roosevelt declares a national emergency and issues Executive Order 6102, making it illegal for U.S. citizens to own substantial amounts of monetary gold or bullion.', 'The International Court of Justice in The Hague decides that Greenland belongs to Denmark, and condemns Norwegian landings on eastern Greenland. Norway submits to the decision.', 'President of the United States Franklin D. Roosevelt declares a national emergency and issues Executive Order 6102, making it illegal for U.S. citizens to own substantial amounts of monetary gold or bullion.', 'April 7\nSale of some beer is legalized in the United States under the Cullen-Harrison Act of March 22, eight months before the full repeal of Prohibition in December.\nThe Law for the Restoration of the Professional Civil Service is passed in Germany, the first law of the new regime directed against Jews (as well as political opponents).', 'Sale of some beer is legalized in the United States under the Cullen-Harrison Act of March 22, eight months before the full repeal of Prohibition in December.', 'The Law for the Restoration of the Professional Civil Service is passed in Germany, the first law of the new regime directed against Jews (as well as political opponents).', 'April 11 – Aviator Bill Lancaster takes off from Lympne in England, in an attempt to make a speed record to the Cape of Good Hope, but vanishes (his body is not found in the Sahara Desert until 1962).', 'April 13 – The Children and Young Persons Act is passed in the United Kingdom.', 'April 21 – Nazi Germany outlaws the kosher ritual shechita.', ""April 24\nPersecution of Jehovah's Witnesses in Nazi Germany begins with seizure of the Bible Students' office in Magdeburg.\nJewish physicians in Nazi Germany are excluded from official insurance schemes, forcing many to give up their practices."", ""Persecution of Jehovah's Witnesses in Nazi Germany begins with seizure of the Bible Students' office in Magdeburg."", 'Jewish physicians in Nazi Germany are excluded from official insurance schemes, forcing many to give up their practices.', 'April 26\nThe Gestapo secret police is established in Nazi Germany by Hermann Göring.\nEditors of the Harvard Lampoon steal the Sacred Cod of Massachusetts from the State House (it is returned two days later).', 'The Gestapo secret police is established in Nazi Germany by Hermann Göring.', 'Editors of the Harvard Lampoon steal the Sacred Cod of Massachusetts from the State House (it is returned two days later).', ""April 27 – The Stahlhelm veterans' organization joins the Nazi party in Germany.""]"
5,"['May 2\nGleichschaltung: Adolf Hitler prohibits trade unions.\nThe first alleged modern sighting of the Loch Ness Monster occurs.', 'Gleichschaltung: Adolf Hitler prohibits trade unions.', 'The first alleged modern sighting of the Loch Ness Monster occurs.', 'May 3\nIn the Irish Free State, Dáil Éireann abolishes the oath of allegiance to the British Crown.\nNellie Tayloe Ross becomes the first woman to be named director of the United States Mint.', 'In the Irish Free State, Dáil Éireann abolishes the oath of allegiance to the British Crown.', 'Nellie Tayloe Ross becomes the first woman to be named director of the United States Mint.', 'May 5 – The detection by Karl Jansky of radio waves from the center of the Milky Way Galaxy is reported in The New York Times. The discovery leads to the birth of radio astronomy.', 'May 8 – Mohandas Gandhi begins a 3-week hunger strike, because of the mistreatment of the lower castes in India.', 'May 10 – Paraguay declares war on Bolivia.', 'May 17 – Vidkun Quisling and Johan Bernhard Hjort form the Nasjonal Samling (the National-Socialist Party) of Norway.', 'May 18 – New Deal: President Franklin Delano Roosevelt signs an act creating the Tennessee Valley Authority.', 'May 26 – The Nazi Party in Germany introduces a law to legalize eugenic sterilization.', ""May 27\nNew Deal in the United States: The Federal Securities Act is signed into law, requiring the registration of securities with the Federal Trade Commission.\nThe Century of Progress World's Fair opens in Chicago."", 'New Deal in the United States: The Federal Securities Act is signed into law, requiring the registration of securities with the Federal Trade Commission.', ""The Century of Progress World's Fair opens in Chicago.""]"
6,"['June – The Holodomor famine-genocide in Ukraine reaches its peak, with 30,000 deaths from man-made starvation each day. The average life expectancy for a Ukrainian male born this year is 7.3 years.', ""June 5 – The U.S. Congress abrogates the United States' use of the gold standard, by enacting a joint resolution nullifying the right of creditors to demand payment in gold."", 'June 6 – The first drive-in movie theater opens in Pennsauken Township, near Camden, New Jersey.', 'June 12 – The London Economic Conference is held.', 'June 17 – Union Station massacre: In Kansas City, Missouri, Pretty Boy Floyd kills an FBI agent, 3 local police, and the person they intended to rescue, captured bank robber Frank Nash.', 'June 21 – All non-Nazi political parties are forbidden in Germany.', ""June 25 – Wilmersdorfer Tennishallen delegates convene in Berlin to protest against the persecution of Jehovah's Witnesses in Nazi Germany."", 'June 26 – The American Totalisator Company unveils its first electronic pari-mutuel betting machine, at the Arlington Park race track near Chicago and the founding of 20th Century Pictures.']"
7,"['July 1\nThe London Passenger Transport Board begins operation.\nBusiness Plot: Smedley Butler becomes involved in a coup attempt led by Gerald MacGuire against President of the United States Franklin Delano Roosevelt which fails (according to his own testimony in 1934).', 'The London Passenger Transport Board begins operation.', 'Business Plot: Smedley Butler becomes involved in a coup attempt led by Gerald MacGuire against President of the United States Franklin Delano Roosevelt which fails (according to his own testimony in 1934).', 'July 4 – Gandhi is sentenced to prison in India.', 'July 6 – The first Major League Baseball All-Star Game is played at Comiskey Park in Chicago.', 'July 8 – The first rugby union test match is played between the Wallabies of Australia and the Springboks of South Africa, at Newlands in Cape Town.', 'July 14 – In Nazi Germany:\nFormation of new political parties is forbidden.\nThe Law for the Prevention of Hereditarily Diseased Offspring is enacted, allowing compulsory sterilization of citizens suffering from a list of alleged genetic disorders.', 'Formation of new political parties is forbidden.', 'The Law for the Prevention of Hereditarily Diseased Offspring is enacted, allowing compulsory sterilization of citizens suffering from a list of alleged genetic disorders.', 'July 15\nThe Four-Power Pact is signed by Britain, France, Germany and Italy.\nThe International Left Opposition (ILO) is renamed the International Communist League (ICL).', 'The Four-Power Pact is signed by Britain, France, Germany and Italy.', 'The International Left Opposition (ILO) is renamed the International Communist League (ICL).', 'July 20 – Reichskonkordat: Vatican state secretary Eugenio Pacelli (later Pope Pius XII) signs an accord with Germany.', 'July 22\nWiley Post becomes the first person to fly solo around the world, landing at Floyd Bennett Field in Brooklyn, New York, after traveling eastabout 15,596\xa0mi (25,099\xa0km) in 7 days 18 hours 45 minutes.\n""Machine Gun Kelly"" and Albert Bates kidnap Charles Urschel, an Oklahoma oilman, and demand $200,000 ransom.', 'Wiley Post becomes the first person to fly solo around the world, landing at Floyd Bennett Field in Brooklyn, New York, after traveling eastabout 15,596\xa0mi (25,099\xa0km) in 7 days 18 hours 45 minutes.', '""Machine Gun Kelly"" and Albert Bates kidnap Charles Urschel, an Oklahoma oilman, and demand $200,000 ransom.']"
8,"['August 1 – The Blue Eagle emblem of the National Recovery Administration in the United States is displayed publicly for the first time.', 'August 2 – The Stalin White Sea–Baltic Canal, a 227 km ship canal constructed using forced labour in the Soviet Union, opens, connecting the White Sea with Lake Onega and the Baltic.', 'August 7 – Simele massacre: More than 3,000 Assyrian Iraqis are killed by Iraqi government troops.', 'August 12 – Winston Churchill makes his first speech publicly warning of the dangers of German rearmament.', 'August 14 – Loggers cause a forest fire in the Coast Range of Oregon, later known as the first forest fire of the Tillamook Burn. It is extinguished on September 5, after destroying 240,000 acres (970\xa0km2).', 'August 25 – The Diexi earthquake shakes Mao County, Sichuan, China and kills 9,000 people.', 'August 30 – German-Jewish philosopher Theodor Lessing is shot in Marienbad (Mariánské Lázně), Czechoslovakia, dying the following day.']"
9,"['September 12\nAlejandro Lerroux forms a new government in Spain.\nLeó Szilárd, waiting for a red light on Southampton Row in Bloomsbury, conceives the idea of the nuclear chain reaction.', 'Alejandro Lerroux forms a new government in Spain.', 'Leó Szilárd, waiting for a red light on Southampton Row in Bloomsbury, conceives the idea of the nuclear chain reaction.', 'September 26 – A hurricane destroys the town of Tampico, Mexico.']"
10,"[""October 1 – Engelbert Dollfuss, leader of the Fatherland's Front in Austria, is seriously injured in a failed assassination attempt."", 'October 7 – Air France is formed by the merger of five French airline companies, beginning operations with 250 planes.', 'October 10 – 1933 United Airlines Boeing 247 mid-air explosion: A bomb destroys a United Airlines Boeing 247 on a transcontinental flight in mid-air near Chesterton, Indiana, killing all 7 on board, in the first proven case of sabotage in civil aviation, although no suspect is ever identified.', 'October 12 – The United States Army Disciplinary Barracks on Alcatraz is acquired by the United States Department of Justice, which plans to incorporate the island into its Federal Bureau of Prisons as a penitentiary.', 'October 13 – The British Interplanetary Society is founded.', 'October 14 – Germany announces its withdrawal from the League of Nations and the World Disarmament Conference, after the U.S., the U.K. and France deny its request to increase its defense armaments under the Versailles Treaty.', 'October 14–16 – The new constitution of Estonia is approved only on the third consecutive referendum.', 'October 16 – Parricides committed in the United States by Victor Licata lead to calls for the legal prohibition of cannabis.', 'October 17 – Scientist Albert Einstein arrives in the United States, where he settles permanently as a refugee from Nazi Germany, and takes up a position at the Institute for Advanced Study, Princeton, New Jersey.']"
