Month No.,Month-Day(s)-Events
1,"['January 7 – Dáil Éireann, the parliament of the Irish Republic, ratifies the Anglo-Irish Treaty by 64–57 votes.', 'January 10 – Arthur Griffith is elected President of Dáil Éireann, the day after Éamon de Valera resigns.', 'January 11 – The first successful insulin treatment of diabetes is made, by Frederick Banting in Toronto.', 'January 15 – Michael Collins becomes Chairman of the Provisional Government of the Irish Free State.', 'January 26 – Italian forces occupy Misrata, Libya; the reconquest of Libya begins.']"
2,"['February 6\nPope Pius XI (Achille Ratti) succeeds Pope Benedict XV, to become the 259th pope.\nThe Five Power Naval Disarmament Treaty is signed between the United States, United Kingdom, Japan, France and Italy. Japan returns some of its control over the Shandong Peninsula to China.', 'Pope Pius XI (Achille Ratti) succeeds Pope Benedict XV, to become the 259th pope.', 'The Five Power Naval Disarmament Treaty is signed between the United States, United Kingdom, Japan, France and Italy. Japan returns some of its control over the Shandong Peninsula to China.', 'February 8\nPresident of the United States Warren G. Harding introduces the first radio in the White House.\nIn the Russian Soviet Federative Socialist Republic, the Cheka becomes the Gosudarstvennoye Politicheskoye Upravlenie (GPU), a section of the NKVD.', 'President of the United States Warren G. Harding introduces the first radio in the White House.', 'In the Russian Soviet Federative Socialist Republic, the Cheka becomes the Gosudarstvennoye Politicheskoye Upravlenie (GPU), a section of the NKVD.', 'February 10–17 – Modern Art Week in São Paulo marks the start of Modernism in Brazil.', 'February 14\nFinnish Minister of the Interior Heikki Ritavuori is assassinated by Ernst Tandefelt.\nBaragoola, the last of the Binngarra class Manly ferries, is launched at Balmain, New South Wales.', 'Finnish Minister of the Interior Heikki Ritavuori is assassinated by Ernst Tandefelt.', 'Baragoola, the last of the Binngarra class Manly ferries, is launched at Balmain, New South Wales.', 'February 15 – The inaugural session of the Permanent Court of International Justice (PCIJ) is held in The Hague.', 'February 26 – Leser v. Garnett: The Supreme Court of the United States rebuffs a challenge to the Nineteenth Amendment to the United States Constitution, which gave women the right to vote on the same terms as men.', 'February 28 – The Unilateral Declaration of Egyptian Independence by the United Kingdom ends its protectorate over Egypt, and grants the country nominal independence, reserving control of military and diplomatic matters.']"
3,"['March 2\nAn ice mass breaks the Oder Dam in Breslau.\nThe British Civil Aviation Authority is established.', 'An ice mass breaks the Oder Dam in Breslau.', 'The British Civil Aviation Authority is established.', 'March 4 – The silent horror film Nosferatu is premièred at the Berlin Zoological Garden in Germany.', 'March 10 – Mahatma Gandhi is arrested in Bombay for sedition.', 'March 13 – Edward, Prince of Wales, inaugurates the Prince of Wales Royal Indian Military College in Dehradun, India, marking a capitulation of the Governor General and Secretary of State for India to growing pressure for Indianization of the officer cadre of the Indian Army.', 'March 15 – With Egypt having gained self-government from the United Kingdom, Fuad I becomes King of Egypt.', 'March 16 – The Rand Rebellion, which began as a strike by white South African mine workers on 28 December 1921 and became open rebellion against the state, is suppressed.', 'March 18 – In British India, Mahatma Gandhi is sentenced to six years in prison for sedition (he serves only two).', 'March 20 – The USS Langley is commissioned as the first United States Navy aircraft carrier.', 'March 22 – Radio station WLW in Cincinnati begins broadcasting.', 'March 23 – Queensland, Australia, abolishes the Legislative Council (Upper House).', 'March 26 – The German Social Democratic Party is founded in Poland.', 'March 31 – Six die in the Hinterkaifeck murders north of Munich.']"
4,"['April 1 – South African Railways takes control of all railway operations in South West Africa.', 'April 3 – Joseph Stalin is appointed General Secretary of the Central Committee of the Soviet Communist Party.', 'April 7 - 1922 Picardie mid-air collision: The first midair collision between airliners occurs, between a Daimler Airway de Havilland DH.18 and a Grands Express Aériens Farman Goliath over Poix-de-Picardie, Amiens, France.', 'April 10 – Genoa Conference: The representatives of 34 countries convene to speak in Genoa, Italy about monetary economics, in the wake of World War I.', ""April 12 – The United Kingdom's Prince of Wales arrives in Yokohama aboard HMS Renown and rides by train to Tokyo, starting a one-month visit to Japan."", 'April 13 – The State of Massachusetts opens all public offices to women.', 'April 16 – The Treaty of Rapallo marks a rapprochement between the Weimar Republic and Bolshevik Russia.', 'April 24 – The first portion of the Imperial Wireless Chain, a strategic international wireless telegraphy network created to link the British Empire, is opened, from the UK to Egypt.']"
5,"[""May 8 – In Moscow, eight priests, two laymen and one woman are sentenced to death for opposition to the Soviet government's confiscation of church property."", 'May 18 – Sergei Diaghilev, Igor Stravinsky, Pablo Picasso, Marcel Proust, James Joyce, Erik Satie and Clive Bell dine together at the Hotel Majestic in Paris, their only joint meeting.', 'May 19 – The All-Russian Young Pioneer Organisation is established.', 'May 29 – British Liberal MP Horatio Bottomley is jailed for seven years for fraud.', 'May 30 – In Washington, D.C., United States, the Lincoln Memorial is dedicated.']"
6,"['June 1 - Bolshevik forces defeat Basmachi troops, under Enver Pasha.', 'June 1 - The first issue of the magazine ""Krestyanka"" (krestyanka.ru) was published in Russia.', ""June 9 – Åland's Regional Assembly convenes for its first plenary session in Mariehamn, Åland; the day will be celebrated as Self-Government Day of Åland."", ""June 11 – Robert J. Flaherty's Nanook of the North, the first commercially successful feature-length documentary film, is premièred in the U.S."", 'June 14 – President of the United States Warren G. Harding makes his first speech on the radio.', 'June 22 – Irish Republican Army agents assassinate British Army field marshal Sir Henry Wilson in London; the assassins are sentenced to death on July 18.', 'June 24 – Weimar Republic foreign minister Walther Rathenau is assassinated; the murderers are captured on July 17.', 'June 26 – Louis Honoré Charles Antoine Grimaldi becomes Reigning Prince Louis II of Monaco.', 'June 28\nThe Irish Civil War and Battle of Dublin begin when the Irish National Army, using artillery loaned by the British, begins to bombard the anti-Treaty Irish Republican Army forces occupying the Four Courts in Dublin. Fighting in Dublin lasts until July 5.\nThe Syrian Federation is constituted by arrêté of Henri Gouraud.', 'The Irish Civil War and Battle of Dublin begin when the Irish National Army, using artillery loaned by the British, begins to bombard the anti-Treaty Irish Republican Army forces occupying the Four Courts in Dublin. Fighting in Dublin lasts until July 5.', 'The Syrian Federation is constituted by arrêté of Henri Gouraud.', 'June 29 – Subhi Barakat becomes president of the Syrian Federation.']"
7,"['July 11 – The Hollywood Bowl open-air music venue opens.', 'July 17 – The final signings of Treaty 11, an agreement between George V, King of Canada, and various Canadian First Nations, are conducted at Fort Liard.', 'July 20 – The German protectorate of Togoland is divided into the League of Nations mandates of French Togoland and British Togoland.', 'July 27 – The Cherkess (Adyghe) Autonomous Oblast is established within the Russian SFSR.', 'July – Hyperinflation in Germany means that 563 marks are now needed to buy a single American dollar – more than double the 263 needed eight months before, dwarfing the mere 12 needed in April 1919, and even the 47 needed in December of that year.']"
8,"['August 2 – The 1922 Swatow typhoon hits Shantou, China, killing more than 5,000 people.', 'August 22 – Irish Civil War: General Michael Collins is assassinated in West Cork.', 'August 23\nMorocco revolts against the Spanish.\nA Turkish large-scale attack opens against Greek forces in Afyon; Turkish victory is achieved on August 27.', 'Morocco revolts against the Spanish.', 'A Turkish large-scale attack opens against Greek forces in Afyon; Turkish victory is achieved on August 27.', 'August 28 – Japan agrees to withdraw its troops from Siberia.', 'August\nHyperinflation in Germany sees the value of the Papiermark against the dollar rise to 1,000.\nThe last hunted California grizzly bear is shot.', 'Hyperinflation in Germany sees the value of the Papiermark against the dollar rise to 1,000.', 'The last hunted California grizzly bear is shot.']"
9,"[""September 3 – The Autodromo Nazionale di Monza, the world's third purpose-built motorsport race track, is officially opened at Monza in the Lombardy Region of Italy."", 'September 9 – Turkish forces pursuing withdrawing Greek troops enter İzmir, effectively ending the Greco-Turkish War (1919–1922).', 'September 11\nThe Sun News-Pictorial, a predecessor of the Melbourne, Australia, Herald Sun, is founded.\nThe Mandate of Palestine is approved by the Council of the League of Nations.', 'The Sun News-Pictorial, a predecessor of the Melbourne, Australia, Herald Sun, is founded.', 'The Mandate of Palestine is approved by the Council of the League of Nations.', 'September 13 – The Gdynia Seaport Construction Act is passed by the Polish Parliament.', 'September 13–15 – The Great Fire of Smyrna destroys most of İzmir. Responsibility is disputed.', 'September 17 – Dutch cyclist Piet Moeskops becomes world champion sprinter.', 'September 18 – The Kingdom of Hungary joins the League of Nations.', 'September 24 (O. S. September 11) – 11 September 1922 Revolution in Greece.', 'September 29 – Drums in the Night (Trommeln in der Nacht) becomes the first play by Bertolt Brecht to be staged, at the Munich Kammerspiele.']"
10,"['October 1 – G. I. Gurdjieff opens his Institute for the Harmonious Development of Man at Fontainebleau, France.', ""October 3 – Rebecca Latimer Felton becomes the first female U.S. senator when Georgia's governor gives her a temporary appointment pending an election to replace Senator Thomas Watson, who has died suddenly."", 'October 11 — Greco-Turkish War of 1919-1922 ends in Turkish victory.', 'October 15 – T. S. Eliot establishes The Criterion magazine, containing the first publication of his poem The Waste Land. This first appears in the United States later this month in The Dial (dated November 1), and is first published complete with notes in book form, by Boni and Liveright in New York in December.', 'October 18 – The British Broadcasting Company is formed.', 'October 25 – The Third Dáil enacts the Constitution of the Irish Free State.', 'October 27 – Southern Rhodesians reject union with South Africa in a referendum.', 'October 28\nIn Italy, the March on Rome brings the National Fascist Party and Benito Mussolini to power. Italy begins a period of dictatorship that lasts until the end of the Second World War.\nThe Red Army occupies Vladivostok.\nRose Bowl sports stadium officially opens in Pasadena, California.', 'In Italy, the March on Rome brings the National Fascist Party and Benito Mussolini to power. Italy begins a period of dictatorship that lasts until the end of the Second World War.', 'The Red Army occupies Vladivostok.', 'Rose Bowl sports stadium officially opens in Pasadena, California.', 'October 31 – Benito Mussolini, 39, becomes the youngest ever Prime Minister of Italy.', 'October\n3,000 German marks are now needed to buy a single American dollar – triple the figure three months ago due to hyperinflation.', '3,000 German marks are now needed to buy a single American dollar – triple the figure three months ago due to hyperinflation.']"
