Month No.,Month-Day(s)-Events
1,"['January – The cargo ship Khian Sea deposits 4,000 tons of toxic waste in Haiti after wandering around the Atlantic for sixteen months.', 'January 1 – The Soviet Union begins its program of economic restructuring (perestroika) with legislation initiated by Premier Mikhail Gorbachev (though Gorbachev had begun minor restructuring in 1985).', 'January 7–8 – In the Afghan War, 39 men of the Soviet Airborne Troops from the 345th Independent Guards Airborne Regiment fight off an attack by 200 to 250 Mujahideen in the Battle for Hill 3234, later dramatized in the Russian film The 9th Company.', 'January 13 – Vice-president Lee Teng-hui takes over as President of the Republic of China and Chairman of the Kuomintang following the death of Chiang Ching-kuo.']"
2,"['February 12 – The 1988 Black Sea bumping incident: Soviet frigate Bezzavetnyy intentionally rams USS Yorktown in Soviet territorial waters while Yorktown claims innocent passage. The accompanying US destroyer USS\xa0Caron escapes damage.', 'February 13–28 – The 1988 Winter Olympics are held in Calgary, Alberta, Canada.', 'February 17\n1988 Oshakati bomb blast: A bomb explodes outside the First National Bank in Oshakati, Namibia, killing 27 and injuring 70.\nU.S. Lieutenant Colonel William R. Higgins, serving with a United Nations group monitoring a truce in southern Lebanon, is kidnapped (and later killed by his captors).', '1988 Oshakati bomb blast: A bomb explodes outside the First National Bank in Oshakati, Namibia, killing 27 and injuring 70.', 'U.S. Lieutenant Colonel William R. Higgins, serving with a United Nations group monitoring a truce in southern Lebanon, is kidnapped (and later killed by his captors).', 'February 20 – The Nagorno-Karabakh Autonomous Oblast votes to secede from the Azerbaijan Soviet Socialist Republic and join the Armenian SSR, triggering the First Nagorno-Karabakh War.', ""February 23 – Start of Anfal campaign, a genocidal counterinsurgency operation within the Iran–Iraq War carried out by Ba'athist Iraqi forces led by Ali Hassan al-Majid on the orders of President Saddam Hussein that will kill between 50,000 and 182,000 Kurds in Iraqi Kurdistan."", 'February 25 – The constitution of the Sixth Republic of Korea comes into effect.', 'February 27–29 – Collapse of the Soviet Union: The Sumgait pogrom of Armenians occurs in Sumqayit.', 'February 29 – A Nazi document implicates Kurt Waldheim in World War II deportations.']"
3,"['March 6 – Operation Flavius: A Special Air Service team of the British Army shoots dead 3 unarmed members of a Provisional Irish Republican Army (IRA) Active service unit in Gibraltar.', 'March 16\nThe Halabja chemical attack is carried out by Iraqi government forces.\nIran–Contra affair: Lieutenant Colonel Oliver North and Vice Admiral John Poindexter are indicted on charges of conspiracy to defraud the United States.\nMilltown Cemetery attack: Three men are killed and 70 wounded in a gun and grenade attack by loyalist paramilitary Michael Stone on mourners at Milltown Cemetery in Belfast, Northern Ireland, during the funerals of the 3 IRA members killed in Gibraltar.\nIn the United States, the First Republic Bank of Texas fails and enters FDIC receivership, the largest FDIC assisted bank failure in history.', 'The Halabja chemical attack is carried out by Iraqi government forces.', 'Iran–Contra affair: Lieutenant Colonel Oliver North and Vice Admiral John Poindexter are indicted on charges of conspiracy to defraud the United States.', 'Milltown Cemetery attack: Three men are killed and 70 wounded in a gun and grenade attack by loyalist paramilitary Michael Stone on mourners at Milltown Cemetery in Belfast, Northern Ireland, during the funerals of the 3 IRA members killed in Gibraltar.', 'In the United States, the First Republic Bank of Texas fails and enters FDIC receivership, the largest FDIC assisted bank failure in history.', ""March 17\nA Colombian Boeing 727 jetliner, Avianca Flight 410, crashes into the side of the mountains near the Venezuelan border, killing 143 people.\nEritrean War of Independence – Battle of Afabet: The Nadew Command, an Ethiopian army corps in Eritrea, is attacked on 3 sides by military units of the Eritrean People's Liberation Front (EPLF)."", 'A Colombian Boeing 727 jetliner, Avianca Flight 410, crashes into the side of the mountains near the Venezuelan border, killing 143 people.', ""Eritrean War of Independence – Battle of Afabet: The Nadew Command, an Ethiopian army corps in Eritrea, is attacked on 3 sides by military units of the Eritrean People's Liberation Front (EPLF)."", 'March 19 – Corporals killings in Belfast: Two British Army corporals are abducted, beaten and shot dead by Irish republicans after driving into the funeral cortege of IRA members killed in the Milltown Cemetery attack.', 'March 20 – Eritrean War of Independence: Having defeated the Nadew Command, the EPLF enters the town of Afabet, victoriously concluding the Battle of Afabet.', ""March 24 – The first McDonald's restaurant in a country run by a Communist party opens in Belgrade, Yugoslavia. In 1989 it will be followed by one in Budapest, and in 1990 in Moscow and Shenzhen, China."", 'March 25 – The Candle demonstration in Bratislava, Slovakia, is the first mass demonstration of the 1980s against the socialist government in Czechoslovakia.']"
4,"['April 5 – Kuwait Airways Flight 422 is hijacked while en route from Bangkok, Thailand, to Kuwait. The hijackers demand the release of 17 Shiite Muslim prisoners held by Kuwait. Kuwait refuses to release the prisoners, leading to a 16-day siege across 3 continents. Two passengers are killed before the siege ends.', 'April 10 – The Ojhri Camp Disaster occurs in Islamabad and Rawalpindi.', 'April 14\nIn the Geneva Accords, the Soviet Union commits itself to withdrawal of its forces from Afghanistan.\nThe USS Samuel B. Roberts (FFG-58) strikes a naval mine in the Persian Gulf, while deployed on Operation Earnest Will, during the Tanker War phase of the Iran–Iraq War.', 'In the Geneva Accords, the Soviet Union commits itself to withdrawal of its forces from Afghanistan.', 'The USS Samuel B. Roberts (FFG-58) strikes a naval mine in the Persian Gulf, while deployed on Operation Earnest Will, during the Tanker War phase of the Iran–Iraq War.', ""April 16 – Israeli commandos kill the PLO's Abu Jihad in Tunisia."", 'April 18 – The United States Navy retaliates for the USS\xa0Samuel B. Roberts mining with Operation Praying Mantis, in a day of strikes against Iranian oil platforms and naval vessels.', ""April 20 – The world's longest skyjacking comes to an end when the remaining passengers of Kuwait Airways Flight 422 are released by their captors."", 'April 28 – Aloha Airlines Flight 243 safely lands after losing its roof in midair, killing a flight attendant and injuring 65 people.', 'April 30 – World Expo 88 opens in Brisbane, Queensland, Australia.']"
5,"['May 8 – Re-election of François Mitterrand as President of France for 7 years.', 'May 15 – Soviet–Afghan War: After more than 8 years of fighting, the Soviet Army begins its withdrawal from Afghanistan.', 'May 16–18 – 1988 Gilgit massacre: A revolt by the Shias of Gilgit (in northern Pakistan) is ruthlessly suppressed by the Zia-ul Haq regime.', 'May 27–29 – Somaliland War of Independence: Somali National Movement launches a major offensive against Somali government forces in Hargeisa and Burao, then second and third largest cities of Somalia.']"
6,"['June 10–14 – Spontaneous 100,000 strong mass night-singing demonstrations in Estonian SSR eventually give name to the Singing Revolution.', 'June 10–25 – West Germany hosts the UEFA Euro 1988 football tournament, which is won by the Netherlands.', 'June 23 – NASA scientist James Hansen testifies to the U.S. Senate that man-made global warming has begun, becoming one of the first environmentalists to warn of the problem.', 'June 27\nThe Gare de Lyon rail accident occurs in Paris, France as a commuter train headed inbound to the terminal crashes into a stationary outbound train, killing 56 and injuring 57.\nVilla Tunari massacre: Bolivian anti-narcotics police kills 9 to 12 and injuries over a hundred protesting coca-growing peasants.', 'The Gare de Lyon rail accident occurs in Paris, France as a commuter train headed inbound to the terminal crashes into a stationary outbound train, killing 56 and injuring 57.', 'Villa Tunari massacre: Bolivian anti-narcotics police kills 9 to 12 and injuries over a hundred protesting coca-growing peasants.', 'June 30 – Roman Catholic Archbishop Marcel Lefebvre consecrates four bishops at Écône, Switzerland, for his apostolate, along with Bishop Antonio de Castro Mayer, without a papal mandate.']"
7,"[""July 1 – The Soviet Union votes to end the CPSU's monopoly on economic and other non-political power and to further economic changes towards a less rigidly Marxist-Leninist economy."", 'July 3\nThe Fatih Sultan Mehmet Bridge in Istanbul, Turkey, is completed, providing the second connection between the continents of Europe and Asia over the Bosphorus.\nIran Air Flight 655 is shot down by a missile launched from the USS\xa0Vincennes, killing a total of 290 people on board.', 'The Fatih Sultan Mehmet Bridge in Istanbul, Turkey, is completed, providing the second connection between the continents of Europe and Asia over the Bosphorus.', 'Iran Air Flight 655 is shot down by a missile launched from the USS\xa0Vincennes, killing a total of 290 people on board.', 'July 6 – The Piper Alpha production platform in the North Sea is destroyed by explosions and fires, killing 165 oil workers and 2 rescue mariners. 61 workers survive.', 'July 31 – Thirty-two people are killed and 1,674 injured when a bridge at the Sultan Abdul Halim Ferry terminal collapses in Butterworth, Penang, Malaysia.']"
8,"['August 5 – The 1988 Malaysian constitutional crisis culminates in the ousting of the Lord President of Malaysia, Salleh Abas.', 'August 8 – 8888 Uprising: Thousands of protesters in Burma, now known as Myanmar, are killed during anti-government demonstrations.', 'August 11 – A meeting of Islamic Jihadi leaders, including Osama bin Laden, takes place, leading to the founding of Al-Qaeda.', 'August 17 – Pakistani President Muhammad Zia-ul-Haq and the U.S. ambassador to Pakistan, Arnold Lewis Raphel, are among those killed when a plane crashes and explodes near Bahawalpur.', 'August 20 – A ceasefire effectively ends the Iran–Iraq War, with an estimated one million lives lost.', 'August 21 – The Mw 6.9 Nepal earthquake shakes the Nepal–India border with a maximum Mercalli intensity of VIII (Severe), leaving 709–1,450 people killed and thousands injured.', ""August 28 – Seventy-five people are killed and 346 injured in one of the worst air show disasters in history at Germany's Ramstein Air Base, when three jets from the Italian air demonstration team, Frecce Tricolori, collide, sending one of the aircraft crashing into the crowd of spectators.""]"
9,"['September 11 – Singing Revolution: In the Estonian Soviet Socialist Republic, 300,000 people gather to express their support for independence.', ""September 12 – Hurricane Gilbert devastates Jamaica; it turns towards Mexico's Yucatán Peninsula 2 days later, causing an estimated $5\xa0billion in damage."", 'September 15 – The International Olympic Committee awards Lillehammer the right to host the 1994 Winter Olympics.', 'September 17–October 2 – The 1988 Summer Olympics are held in Seoul, South Korea.', 'September 22 – The Ocean Odyssey drilling rig suffers a blowout and fire in the North Sea (see also July 6), resulting in one death.', 'September 29 – STS-26: NASA resumes Space Shuttle flights, grounded after the Challenger disaster, with Space Shuttle Discovery.']"
10,"['October 5\nThousands riot in Algiers, Algeria against the National Liberation Front government; by October 10 the army has tortured and killed about 500 people in crushing the riots.\nChilean dictator Augusto Pinochet loses a national plebiscite on his rule; he relinquishes power in 1990.\nPromulgation of the 1988 Constitution of the Federative Republic of Brazil.', 'Thousands riot in Algiers, Algeria against the National Liberation Front government; by October 10 the army has tortured and killed about 500 people in crushing the riots.', 'Chilean dictator Augusto Pinochet loses a national plebiscite on his rule; he relinquishes power in 1990.', 'Promulgation of the 1988 Constitution of the Federative Republic of Brazil.', 'October 12\nWalsh Street police shootings: Two Victoria Police officers are gunned down, execution style, in Australia.\nThe Birchandra Manu massacre occurs in Tripura, India.', 'Walsh Street police shootings: Two Victoria Police officers are gunned down, execution style, in Australia.', 'The Birchandra Manu massacre occurs in Tripura, India.', 'October 20 – The Los Angeles Dodgers won 4 games to 1 in the 1988 World Series against the Oakland Athletics.', 'October 27 – Ronald Reagan decides to tear down the new U.S. Embassy in Moscow because of Soviet listening devices in the building structure.', 'October 28 – Abortion: 48 hours after announcing it was abandoning RU-486, French manufacturer Roussel Uclaf states that it will resume distribution of the drug.', ""October 29 – Pakistan's General Rahimuddin Khan resigns from his post as the governor of Sindh, following attempts by the President of Pakistan, Ghulam Ishaq Khan, to limit the powers Rahimuddin had accumulated."", 'October 30 – Jericho bus firebombing: Five Israelis are killed and five wounded in a Palestinian attack in the West Bank.']"
