Month No.,Month-Day(s)-Events
1,"['January 9 – Lithuania begins the Klaipėda Revolt to annex the Klaipėda Region (Memel Territory).', 'January 11 – Despite strong British protests, troops from France and Belgium occupy the Ruhr area, to force Germany to make reparation payments.', ""January 17 (or 9) – First flight of the first rotorcraft, Juan de la Cierva's Cierva C.4 autogyro, in Spain. (It is first demonstrated to the military on January 31.)"", 'February 5 – Australian cricketer Bill Ponsford makes 429 runs to break the world record for the highest first-class cricket score for the first time in his third match at this level, at Melbourne Cricket Ground, giving the Victoria cricket team an innings total of 1,059.', 'February 9 – Billy Hughes, having resigned as Prime Minister of Australia, after the Country Party refuses to govern in coalition with him as the leader of the Nationalist Party, is succeeded by Stanley Bruce. A Liberal–National Coalition will persist in the politics of Australia for at least 95 years.']"
2,"['March 1 - Eskom, the largest electricity producer in Africa, is established in South Africa.', ""March 6 – The Egyptian Feminist Union (Arabic: الاتحاد النسائي المصري), the first nationwide feminist movement in Egypt, is founded at the home of activist Huda Sha'arawi."", 'March 9 – Vladimir Lenin suffers his third stroke, which renders him bedridden and unable to speak; consequently he retires from his position as Chairman of the Soviet government.', 'March 17 – Dobrolyot is formed as the first Soviet civil aviation service; it will become part of flag carrier Aeroflot.', 'March 23 – A 7.3 earthquake shakes the Chinese province of Sichuan killing 4,800 people.', 'March 28 – Regia Aeronautica, the air force of Fascist Italy, is founded.', 'April 6 – The first Prefects Board in Southeast Asia is formed, in Victoria Institution, Federated Malay States.', 'April 12 – The Kandersteg International Scout Centre comes into existence in Switzerland.', 'April 19\nHjalmar Branting leaves office as Prime Minister of Sweden, after the Swedish Riksdag has rejected a government proposal regarding unemployment benefits. Right-wing academic and jurist Ernst Trygger succeeds him.\nThe Egyptian Constitution of 1923 is adopted, introducing a parliamentary system of democracy in the country.', 'Hjalmar Branting leaves office as Prime Minister of Sweden, after the Swedish Riksdag has rejected a government proposal regarding unemployment benefits. Right-wing academic and jurist Ernst Trygger succeeds him.', 'The Egyptian Constitution of 1923 is adopted, introducing a parliamentary system of democracy in the country.', 'April 23 – The Gdynia seaport is inaugurated, on the Polish Corridor.', 'April 26 – Prince Albert, Duke of York (later George VI, King of the United Kingdom) marries Lady Elizabeth Bowes-Lyon (later Queen Elizabeth The Queen Mother) in Westminster Abbey.', 'April 28 – The original Wembley Stadium in London, England, opens its doors to the public for the first time, staging the FA Cup Final between Bolton Wanderers and West Ham United.']"
3,"[""May 9\nSoutheastern Michigan receives a record 15 centimetres (5.9\xa0in) of snow, after temperatures plummeted from 17 to 1 degrees between 1 and 6 pm on the previous day.\nThe premiere of Bertolt Brecht's play In the Jungle (Im Dickicht), at the Residenztheater in Munich, is interrupted by Nazi demonstrators."", 'Southeastern Michigan receives a record 15 centimetres (5.9\xa0in) of snow, after temperatures plummeted from 17 to 1 degrees between 1 and 6 pm on the previous day.', ""The premiere of Bertolt Brecht's play In the Jungle (Im Dickicht), at the Residenztheater in Munich, is interrupted by Nazi demonstrators."", 'May 20 – British Prime Minister Bonar Law resigns, due to ill health.', ""May 23\nStanley Baldwin is appointed British Prime Minister.\nBelgium's Sabena Airlines is created."", 'Stanley Baldwin is appointed British Prime Minister.', ""Belgium's Sabena Airlines is created."", 'May 24 – The Irish Civil War ends.', 'May 26 – The first 24 Hours of Le Mans motor race is held, and is won by André Lagache and René Léonard.', 'May 27 – The Ku Klux Klan in the United States defies a law requiring publication of its membership.', 'June 9 – A military coup in Bulgaria ousts prime minister Aleksandar Stamboliyski (he is killed June 14).', ""June 12 – William Walton's Façade is performed for the first time, in London."", 'June 13 – President Li Yuanhong of China abandons his residence because a warlord has commanded forces to surround the mansion and cut off its water and electric supplies in order to force him to abandon his post.', 'June 16 – The storming of Ayan, Siberia concludes the Yakut Revolt and the Russian Civil War.', 'June 18 – Mount Etna erupts in Italy, making 60,000 homeless.']"
4,"['July 10 – Large hailstones kill 23 people in Rostov, Soviet Union.', 'July 13\nThe Hollywood Sign is inaugurated in California (originally reading Hollywoodland).\nAmerican explorer Roy Chapman Andrews discovers the first dinosaur eggs near Flaming Cliffs, Mongolia.', 'The Hollywood Sign is inaugurated in California (originally reading Hollywoodland).', 'American explorer Roy Chapman Andrews discovers the first dinosaur eggs near Flaming Cliffs, Mongolia.', 'July 20 – Pancho Villa is assassinated at Hidalgo del Parral, Chihuahua.', 'July 24 – The Treaty of Lausanne (1923), settling the boundaries of the modern Republic of Turkey, is signed in Switzerland by Greece, Bulgaria and other countries that fought in the First World War, bringing an end to the Ottoman Empire after 624 years.', 'July – Hyperinflation in the Weimar Republic (Germany) has seen the number of marks needed to purchase a single American dollar reach 353,000 – more than 200 times the amount needed at the start of the year.', 'August 3 – Vice President Calvin Coolidge is sworn in as the 30th President of the United States as a result of the sudden death of President Warren G. Harding in San Francisco a day earlier.', 'August 13\nThe first major seagoing ship arrives at Gdynia, the newly constructed Polish seaport.\nGustav Stresemann is named Chancellor of Germany, and founds a coalition government for the Weimar Republic, where hyperinflation means that more than 4,600,000 marks are now needed to buy a single American dollar.', 'The first major seagoing ship arrives at Gdynia, the newly constructed Polish seaport.', 'Gustav Stresemann is named Chancellor of Germany, and founds a coalition government for the Weimar Republic, where hyperinflation means that more than 4,600,000 marks are now needed to buy a single American dollar.', 'August 18 – The first British Track & Field championships for women are held in London.', 'August 30 – Hurricane season begins, with a tropical storm northeast of the Turks and Caicos Islands.', 'August 31 – The Italian navy occupies Corfu, in retaliation for the murder of an Italian officer. The League of Nations protests, and the occupation ends on September 30.']"
5,"['September 1 – The Great Kantō earthquake devastates Tokyo and Yokohama, killing more than 100,000 people.', ""September 4 – The United States Navy's first home-built rigid airship USS\xa0Shenandoah\xa0(ZR-1) makes her first flight at Naval Air Station Lakehurst (New Jersey); she contains most of the world's extracted reserves of helium at this time."", 'September 7 – At the International Police Conference in Vienna, the International Criminal Police Commission (ICPC), better known as Interpol, is set up.', 'September 8 – Honda Point disaster: Nine United States Navy destroyers run aground off the California coast.', ""September 9 – Turkish head of state Mustafa Kemal Atatürk founds the Republican People's Party (CHP)."", 'September 10 – The Irish Free State joins the League of Nations.', 'September 11 – Struggling for a foothold in southern China, Sun Yat-sen decides to ally his Nationalist Kuomintang party with the Comintern, and the Chinese Communist Party.', 'September 13 – Military coup in Spain: Miguel Primo de Rivera takes over, setting up a dictatorship. Trade unions are prohibited for 10 years.', 'September 17 – 1923 Berkeley Fire: A major fire in Berkeley, California, erupts, consuming some 640 structures, including 584 homes in the densely built neighborhoods north of the campus of the University of California.', 'September 18–26 – Newspaper printers strike in New York City.', 'September 24 – Atlantic hurricane season: The second major hurricane strikes north of Hispaniola.', 'September 26 – In Bavaria, Gustav Ritter von Kahr takes dictatorial powers.', 'September 29 – The first American Track & Field championships for women are held in New Jersey.', 'September 29 – The League of Nations Mandate for Palestine (1922) comes into effect, officially creating under British administration the protectorates of Palestine, to provide a homeland for the Jewish people, and the separate Emirate of Transjordan under Abdullah I. The French-administered Mandate for Syria and Lebanon also takes effect.', 'September 30 – Küstrin Putsch: Outside Berlin, Major Ernst von Buchrucker, the leader of the Black Reichswehr, attempts a putsch by seizing several forts.', 'October 1 – The Johor–Singapore Causeway opens to public traffic.', 'October 2 – Küstrin Putsch: After two days of siege, Major Buchrucker and his men surrender.', 'October 6 – The Occupation of Constantinople ends when the great powers of World War I withdraw.', 'October 13\nAnkara replaces Istanbul (Constantinople), as the capital of Turkey.\nThe first recorded example of a storm crossing from the Eastern Pacific into the Atlantic occurs in Oaxaca.', 'Ankara replaces Istanbul (Constantinople), as the capital of Turkey.', 'The first recorded example of a storm crossing from the Eastern Pacific into the Atlantic occurs in Oaxaca.', 'October 14 – The fourth tropical storm of the year forms just north of Panama.', 'October 15 – The fifth tropical storm of the year forms north of the Leeward Islands.', 'October 16\nA sixth tropical storm develops in the Gulf of Mexico; a rare occurrence, it consists of four active tropical storms simultaneously.\nRoy and Walt Disney found The Walt Disney Company, at this time known as the Disney Brothers Studio.', 'A sixth tropical storm develops in the Gulf of Mexico; a rare occurrence, it consists of four active tropical storms simultaneously.', 'Roy and Walt Disney found The Walt Disney Company, at this time known as the Disney Brothers Studio.', 'October 23 – Hamburg Uprising: In Germany, the Communists attempt a ""putsch"" in Hamburg, which results in street battles in that city for the next two days, when it ends unsuccessfully.', 'October 27 – In Germany, General Hans von Seeckt orders the Reichswehr to dissolve the Social Democratic-Communist government of Saxony, which is refusing to accept the authority of the Reich government.', ""October 28 – In Qajar dynasty Persia, Reza Khan becomes Ahmad Shah Qajar's prime minister."", 'October 29 – Turkey becomes a republic, following the dissolution of the Ottoman Empire; Kemal Atatürk is elected as first president.', 'October 30 – İsmet İnönü is appointed as the first prime minister of Turkey.']"
6,"['November 1\nThe Finnish flag carrier airline Finnair is started, as Aero oy.\nThe 1923 Victorian Police strike begins in Australia, with half of the Victoria Police force standing down over the use of labor spies. Rioting and looting take place in Melbourne city centre.', 'The Finnish flag carrier airline Finnair is started, as Aero oy.', 'The 1923 Victorian Police strike begins in Australia, with half of the Victoria Police force standing down over the use of labor spies. Rioting and looting take place in Melbourne city centre.', 'November 8 – Beer Hall Putsch: In Munich, Adolf Hitler leads the Nazis in an unsuccessful attempt to overthrow the Bavarian government; police and troops crush the attempt the next day. 20 people die as a result of associated violence.', 'November 11 – Adolf Hitler is arrested for his leading role in the Beer Hall Putsch.', 'November 12 – Her Highness Princess Maud of Fife marries Captain Charles Alexander Carnegie, in Wellington Barracks, London.', 'November 15 – Hyperinflation in the Weimar Republic: Hyperinflation in Germany reaches its height. One United States dollar is worth 4,200,000,000,000 Papiermark (4.2\xa0trillion on the short scale). Gustav Stresemann abolishes the old currency and replaces it with the Rentenmark, at an exchange rate of one Rentenmark to 1,000,000,000,000 (one trillion on the short scale) Papiermark (effective November 20).', ""November 23 – Gustav Stresemann's coalition government collapses in Germany."", 'December 1 – In Italy, the Gleno Dam on the Gleno River, in the Valle di Scalve in the northern province of Bergamo bursts, killing at least 356 people.', 'December 6 –\n1923 United Kingdom general election: The governing Conservatives under Stanley Baldwin are reduced to a minority status, with the Labour party gaining second party status.\nCalvin Coolidge addresses Congress in the first radio broadcast from a U.S. President.', '1923 United Kingdom general election: The governing Conservatives under Stanley Baldwin are reduced to a minority status, with the Labour party gaining second party status.', 'Calvin Coolidge addresses Congress in the first radio broadcast from a U.S. President.', 'December 21 – The Nepal–Britain Treaty is the first to define the international status of Nepal as an independent sovereign country.', 'December 27 – The crown prince of Japan survives an assassination attempt in Tokyo.', 'December 29 – Vladimir K. Zworykin files his first patent (in the United States) for ""television systems"".']"
7,"['September 11 :Struggling for a foothold in southern China, Sun Yat-sen decides to ally his Nationalist Kuomintang party with the Comintern, and the Chinese Communist Party.', 'The Moderation League of New York becomes part of the movement for the repeal of Prohibition in the United States.', 'Pharmaceutical company Novo Nordisk is founded in Denmark.', ""Marcel Duchamp's artwork The Bride Stripped Bare by Her Bachelors, Even (La mariée mise à nu par ses célibataires, même or The Large Glass) is completed in the United States."", ""The Iraqi women's movement starts with the foundation of the Women's Awakening Club.""]"
8,"['January 1\nWahiduddin Ahmed, Bangladeshi academic (d. 2018)\nValentina Cortese, Italian actress (d. 2019)\nVulo Radev, Bulgarian film director (d. 2001)\nRoméo Sabourin, Canadian World War II spy (d. 1944)', 'Wahiduddin Ahmed, Bangladeshi academic (d. 2018)', 'Valentina Cortese, Italian actress (d. 2019)', 'Vulo Radev, Bulgarian film director (d. 2001)', 'Roméo Sabourin, Canadian World War II spy (d. 1944)', 'January 2\nAbdel Aziz Mohamed Hegazy, 38th Prime Minister of Egypt (d. 2014)\nRachel Waterhouse, English historian and author (d. 2020)', 'Abdel Aziz Mohamed Hegazy, 38th Prime Minister of Egypt (d. 2014)', 'Rachel Waterhouse, English historian and author (d. 2020)', 'January 3\nRenato Guatelli, Italian partisan (d. 1944)\nHank Stram, American football coach, broadcaster (d. 2005)', 'Renato Guatelli, Italian partisan (d. 1944)', 'Hank Stram, American football coach, broadcaster (d. 2005)', 'January 4\nRicardo C. Puno, Filipino lawyer and politician (d. 2018)\nMohan Lall Shrimal, Indian chief justice\nWilfred Waters, English Olympic cyclist (d. 2006)', 'Ricardo C. Puno, Filipino lawyer and politician (d. 2018)', 'Mohan Lall Shrimal, Indian chief justice', 'Wilfred Waters, English Olympic cyclist (d. 2006)', 'January 5\nVirginia Halas McCaskey, American football team owner\nNat Neujean, Belgian sculptor (d. 2018)\nSam Phillips, American record producer (d. 2003)', 'Virginia Halas McCaskey, American football team owner', 'Nat Neujean, Belgian sculptor (d. 2018)', 'Sam Phillips, American record producer (d. 2003)', 'January 6\nLeah Chase, African-American chef, author and television personality (d. 2019)\nRobert A. Chase, American surgeon and educator\nNorman Kirk, 29th Prime Minister of New Zealand (d. 1974)\nJacobo Timerman, Argentine writer (d. 1999)', 'Leah Chase, African-American chef, author and television personality (d. 2019)', 'Robert A. Chase, American surgeon and educator', 'Norman Kirk, 29th Prime Minister of New Zealand (d. 1974)', 'Jacobo Timerman, Argentine writer (d. 1999)', 'January 7\nGertrude Ehrlich, Austrian-born American mathematician\nJoseph A. Hardy III, American businessman\nHugh Kenner, Canadian literary critic (d. 2003)\nJean Lucienbonnet, French racing driver (d. 1962)\nJohnny Macknowski, Russian-born American basketball player\nHéctor Mayagoitia Domínguez, Mexican chemical bacteriologist and politician', 'Gertrude Ehrlich, Austrian-born American mathematician', 'Joseph A. Hardy III, American businessman', 'Hugh Kenner, Canadian literary critic (d. 2003)', 'Jean Lucienbonnet, French racing driver (d. 1962)', 'Johnny Macknowski, Russian-born American basketball player', 'Héctor Mayagoitia Domínguez, Mexican chemical bacteriologist and politician', 'January 8\nLarry Storch, American actor (d. 2022)\nJohnny Wardle, English cricketer (d. 1985)', 'Larry Storch, American actor (d. 2022)', 'Johnny Wardle, English cricketer (d. 1985)', 'January 11\nWright King, American actor (d. 2018)\nPaavo Lonkila, Finnish Olympic cross-country skier (d. 2017)\nErnst Nolte, German historian (d. 2016)', 'Wright King, American actor (d. 2018)', 'Paavo Lonkila, Finnish Olympic cross-country skier (d. 2017)', 'Ernst Nolte, German historian (d. 2016)', 'January 12\nIra Hayes, U.S. Marine flag raiser on Iwo Jima (d. 1955)\nSune Wehlin, Swedish pentathlete (d. 2020)', 'Ira Hayes, U.S. Marine flag raiser on Iwo Jima (d. 1955)', 'Sune Wehlin, Swedish pentathlete (d. 2020)', 'January 15 – Lee Teng-hui, Taiwanese politician, 4th President of the Republic of China (d. 2020)', 'January 16\nMax Fink, American neurologist and psychiatrist\nAnthony Hecht, American poet (d. 2004)\nAntonio Riboldi, Italian Roman Catholic prelate (d. 2017)\nWalther Wever, German fighter ace (d. 1945)', 'Max Fink, American neurologist and psychiatrist', 'Anthony Hecht, American poet (d. 2004)', 'Antonio Riboldi, Italian Roman Catholic prelate (d. 2017)', 'Walther Wever, German fighter ace (d. 1945)', ""January 18 – Jan Ruff O'Herne, Dutch-Australian human rights activist (d. 2019)"", 'January 19 – Jean Stapleton, American actress (All In the Family) (d. 2013)', 'January 20\nNora Brockstedt, Norwegian singer (d. 2015)\nSlim Whitman, American country western musician (d. 2013)', 'Nora Brockstedt, Norwegian singer (d. 2015)', 'Slim Whitman, American country western musician (d. 2013)', 'January 21\nLola Flores, Spanish singer, actress and bailaora (d. 1995)\nPrince Andrew Romanov, Russian-American artist and author (d. 2021)', 'Lola Flores, Spanish singer, actress and bailaora (d. 1995)', 'Prince Andrew Romanov, Russian-American artist and author (d. 2021)', 'January 22 – Diana Douglas, British-born American actress, mother of actor/producer Michael Douglas (d. 2015)', 'January 23\nHorace Ashenfelter, American athlete (d. 2018)\nSilvano Campeggi, Italian film poster designer (d. 2018)\nCot Deal, American major league baseball player, coach (d. 2013)', 'Horace Ashenfelter, American athlete (d. 2018)', 'Silvano Campeggi, Italian film poster designer (d. 2018)', 'Cot Deal, American major league baseball player, coach (d. 2013)', 'January 24 – Geneviève Asse, French painter (d. 2021)', 'January 25\nArvid Carlsson, Swedish scientist, recipient of the Nobel Prize in Physiology or Medicine (d. 2018)\nRusty Draper, American singer (d. 2003)\nJacob Korevaar, Dutch mathematician\nDirk Bernard Joseph Schouten, Dutch economist (d. 2018)', 'Arvid Carlsson, Swedish scientist, recipient of the Nobel Prize in Physiology or Medicine (d. 2018)', 'Rusty Draper, American singer (d. 2003)', 'Jacob Korevaar, Dutch mathematician', 'Dirk Bernard Joseph Schouten, Dutch economist (d. 2018)', 'January 26 – Anne Jeffreys, American actress, singer (d. 2017)', 'January 27 – Enrico Braggiotti, Monegasque banker (d. 2019)', 'January 28\nErling Lorentzen, Norwegian shipowner and industrialist (d. 2021)\nSante Spessotto, Italian Roman Catholic priest and saint (d. 1980)', 'Erling Lorentzen, Norwegian shipowner and industrialist (d. 2021)', 'Sante Spessotto, Italian Roman Catholic priest and saint (d. 1980)', 'January 29\nJack Burke Jr., American golfer\nPaddy Chayefsky, American writer (d. 1981)\nKhir Johari, Malaysian politician (d. 2006)', 'Jack Burke Jr., American golfer', 'Paddy Chayefsky, American writer (d. 1981)', 'Khir Johari, Malaysian politician (d. 2006)', 'January 30 – Phan Wannamethee, Thai diplomat', 'January 31 – Norman Mailer, American writer, journalist (d. 2007)']"
9,"['February 1\nVictor A. Lundy, American architect\nStig Mårtensson, Swedish racing cyclist (d. 2010)\nGena Turgel, Polish author, Holocaust survivor and educator (d. 2018)\nEdwin Wilson, American professor', 'Victor A. Lundy, American architect', 'Stig Mårtensson, Swedish racing cyclist (d. 2010)', 'Gena Turgel, Polish author, Holocaust survivor and educator (d. 2018)', 'Edwin Wilson, American professor', 'February 2\nJames Dickey, American poet, author (Deliverance) (d. 1997)\nVirgil Orr, American politician and academic (d. 2021)\nMarshall Rauch, American politician\nRed Schoendienst, American baseball player (d. 2018)\nLiz Smith, American gossip columnist (d. 2017)\nClem Windsor, Australian rugby union player, surgeon (d. 2007)', 'James Dickey, American poet, author (Deliverance) (d. 1997)', 'Virgil Orr, American politician and academic (d. 2021)', 'Marshall Rauch, American politician', 'Red Schoendienst, American baseball player (d. 2018)', 'Liz Smith, American gossip columnist (d. 2017)', 'Clem Windsor, Australian rugby union player, surgeon (d. 2007)', 'February 3\nEdith Barney, American female professional baseball player (d. 2010)\nBarbara Hall, English crossword puzzle editor (d. 2022)', 'Edith Barney, American female professional baseball player (d. 2010)', 'Barbara Hall, English crossword puzzle editor (d. 2022)', 'February 4\nBonar Bain, Canadian actor (d. 2005)\nConrad Bain, Canadian-American actor (d. 2013)\nBelisario Betancur, Colombian politician, 26th President of Colombia (d. 2018)', 'Bonar Bain, Canadian actor (d. 2005)', 'Conrad Bain, Canadian-American actor (d. 2013)', 'Belisario Betancur, Colombian politician, 26th President of Colombia (d. 2018)', 'February 5\nDora Bryan, English actress (d. 2014)\nFatmawati, 1st First Lady of Indonesia (d. 1980)\nClaude King, American country music singer and songwriter (d. 2013)', 'Dora Bryan, English actress (d. 2014)', 'Fatmawati, 1st First Lady of Indonesia (d. 1980)', 'Claude King, American country music singer and songwriter (d. 2013)', 'February 6\nGyula Lóránt, Hungarian footballer and manager (d. 1981)\nGeorges Pouliot, Canadian fencer (d. 2019)\nVija Vētra, Latvian dancer and choreographer', 'Gyula Lóránt, Hungarian footballer and manager (d. 1981)', 'Georges Pouliot, Canadian fencer (d. 2019)', 'Vija Vētra, Latvian dancer and choreographer', 'February 7\nEgil Abrahamsen, Norwegian ships engineer\nGeorge Lascelles, 7th Earl of Harewood, first grandchild of King George V (d. 2011)\nWilliam F. Stanton, American politician', 'Egil Abrahamsen, Norwegian ships engineer', 'George Lascelles, 7th Earl of Harewood, first grandchild of King George V (d. 2011)', 'William F. Stanton, American politician', 'February 8 – Urpo Korhonen, Finnish Olympic cross-country skier (d. 2009)', 'February 9 – Brendan Behan, Irish author (d. 1964)', 'February 10\nAllie Sherman, American professional football coach (d. 2015)\nCesare Siepi, Italian opera singer (d. 2010)', 'Allie Sherman, American professional football coach (d. 2015)', 'Cesare Siepi, Italian opera singer (d. 2010)', 'February 11\nRosita Fornés, Cuban-American actress (d. 2020)\nPamela Sharples, Baroness Sharples, English politician (d. 2022)', 'Rosita Fornés, Cuban-American actress (d. 2020)', 'Pamela Sharples, Baroness Sharples, English politician (d. 2022)', 'February 12\nKnox Martin, American artist (d. 2022)\nFranco Zeffirelli, Italian film, opera director (d. 2019)', 'Knox Martin, American artist (d. 2022)', 'Franco Zeffirelli, Italian film, opera director (d. 2019)', 'February 13\nYfrah Neaman, Lebanese-born violinist (d. 2003)\nChuck Yeager, American test pilot, NASA official (d. 2020)', 'Yfrah Neaman, Lebanese-born violinist (d. 2003)', 'Chuck Yeager, American test pilot, NASA official (d. 2020)', 'February 15\nMarcel Denis, Belgian comics artist (d. 2002)\nKen Hofmann, American businessman (d. 2018)', 'Marcel Denis, Belgian comics artist (d. 2002)', 'Ken Hofmann, American businessman (d. 2018)', 'February 16 – Samuel Willenberg, Polish-born Israeli sculptor, painter and last surviving member of the Treblinka extermination camp revolt (d. 2016)', 'February 17 – Jun Fukuda, Japanese film director (d. 2000)', 'February 18 – Allan Melvin, American actor (d. 2008)', 'February 20\nVictor Atiyeh, American politician (d. 2014)\nForbes Burnham, Guyanese politician, 1st Prime Minister of Guyana and 2nd President of Guyana (d. 1985)\nRobert Lucy, Swiss gymnast (d. 2009)', 'Victor Atiyeh, American politician (d. 2014)', 'Forbes Burnham, Guyanese politician, 1st Prime Minister of Guyana and 2nd President of Guyana (d. 1985)', 'Robert Lucy, Swiss gymnast (d. 2009)', 'February 21\nWilbur R. Ingalls Jr., American architect (d. 1997)\nWilliam Winter, American politician (d. 2020)', 'Wilbur R. Ingalls Jr., American architect (d. 1997)', 'William Winter, American politician (d. 2020)', 'February 22 – Norman Smith, English singer, record producer (d. 2008)', 'February 23\nIoannis Grivas, Greek judge, politician and 176th Prime Minister of Greece (d. 2016)\nJohn van Hengel, American ""Father of Food Banking"" (d. 2005)\nMary Francis Shura, American writer (d. 1991)', 'Ioannis Grivas, Greek judge, politician and 176th Prime Minister of Greece (d. 2016)', 'John van Hengel, American ""Father of Food Banking"" (d. 2005)', 'Mary Francis Shura, American writer (d. 1991)', 'February 24 – David Soyer, American cellist (d. 2010)', 'February 25 – Harry Leslie Smith, English writer and political commentator (d. 2018)', 'February 27\nDexter Gordon, American jazz saxophone player, actor (d. 1990)\nJames Ross MacDonald, American physicist', 'Dexter Gordon, American jazz saxophone player, actor (d. 1990)', 'James Ross MacDonald, American physicist', 'February 28\nJean Carson, American actress (d. 2005)\nCharles Durning, American actor (d. 2012)', 'Jean Carson, American actress (d. 2005)', 'Charles Durning, American actor (d. 2012)']"
