Month No.,Month-Day(s)-Events
1,"['January 1\xa0– A decade after federation, the Northern Territory and the Australian Capital Territory are added to the Commonwealth of Australia.', 'January 3\n1911 Kebin earthquake: An earthquake of 7.7 moment magnitude strikes near Almaty in Russian Turkestan, killing 450 or more people.\nSiege of Sidney Street in London: Two Latvian anarchists die, after a seven-hour siege against a combined police and military force. Home Secretary Winston Churchill arrives to oversee events.', '1911 Kebin earthquake: An earthquake of 7.7 moment magnitude strikes near Almaty in Russian Turkestan, killing 450 or more people.', 'Siege of Sidney Street in London: Two Latvian anarchists die, after a seven-hour siege against a combined police and military force. Home Secretary Winston Churchill arrives to oversee events.', ""January 5\xa0– Egypt's Zamalek SC is founded as a general sports and Association football club by Belgian lawyer George Merzbach as Qasr El Nile Club."", ""January 14\xa0– Roald Amundsen's South Pole expedition makes landfall, on the eastern edge of the Ross Ice Shelf."", 'January 18\xa0– Eugene B. Ely lands on the deck of the USS Pennsylvania stationed in San Francisco harbor, the first time an aircraft has landed on a ship.', 'January 26\xa0– The United States and Canada announce the successful negotiation of their first reciprocal trade agreement.']"
2,"['February 5\nThe Missouri State Capitol building in Jefferson City, Missouri is destroyed by fire after a bolt of lightning strikes the dome.\nThe revolution in Haiti is suppressed after the leader, General Montreuil Guillaume, is captured by government troops and shot. General Millionard is executed two days later.', 'The Missouri State Capitol building in Jefferson City, Missouri is destroyed by fire after a bolt of lightning strikes the dome.', 'The revolution in Haiti is suppressed after the leader, General Montreuil Guillaume, is captured by government troops and shot. General Millionard is executed two days later.', 'February 17\xa0– The first ""quasi-official"" airmail flight occurs, when Fred Wiseman carries three letters between Petaluma and Santa Rosa, California.', 'February 18\nThe first official air mail flight, second overall, takes place in British India from Allahabad to Naini when Henri Pequet carries 6,500 letters a distance of 13\xa0km.\nA serious earthquake causes a landslide that creates Lake Sarez in modern-day Tajikistan.', 'The first official air mail flight, second overall, takes place in British India from Allahabad to Naini when Henri Pequet carries 6,500 letters a distance of 13\xa0km.', 'A serious earthquake causes a landslide that creates Lake Sarez in modern-day Tajikistan.']"
3,"[""March 19\xa0– International Women's Day is celebrated for the first time across Europe."", 'March 25\xa0– The Triangle Shirtwaist Factory fire in New York City kills 146 people.', 'March 29\xa0– The United States Army adopts a new service pistol, the M1911, designed by John Browning (it remains the U.S. service pistol for 74 years).']"
4,"['April 3\xa0– Jean Sibelius conducts the première of his Symphony No. 4, in Helsinki.', 'April 8\xa0– Heike Kamerlingh Onnes discovers superconductivity; he presents his findings on April 28.', 'April 13\xa0– Mexican Revolution: Rebels take Agua Prieta on the Sonora–Arizona border; government troops take the town back April 17, when the rebel leader ""Red"" López gets drunk.', 'April 18\xa0– SS\xa0Lusitania, a 5,557-ton Portuguese passenger liner en route from Mozambique to Lisbon, strikes Bellows Rock just off Cape Point and sinks.', ""April 19\xa0– Mexican Revolution: Francisco I. Madero's troops besiege Ciudad Juárez, but General Juan J. Navarro refuses his surrender demand."", 'April 22\xa0– A passenger train from Port Alfred to Grahamstown, South Africa derails on the Blaauwkrantz Bridge, and plunges into the ravine 200 feet (61 metres) below, killing 31 and seriously injuring 23.', 'April 26\xa0– HŠK Građanski Zagreb (predecessor of GNK Dinamo Zagreb), a Croatian Association football club, is founded in Zagreb.', 'April 27\xa0– Huanghuagang Uprising: In China, rebels take five villages in an attempt to create a power base to fight Imperial rule; those who die are remembered as ""The 72 Martyrs"" (the event is also called the ""Second Guangzhou Uprising"" and the ""Yellow Flower Mound Revolt"").']"
5,"[""May 8\xa0– Mexican Revolution: Pancho Villa launches an attack against government troops in Ciudad Juárez without Madero's permission; the government troops surrender on May 10."", 'May 13–15\xa0– Mexican Revolution: Torreón massacre\xa0– Over 300 Chinese residents are massacred by the revolutionary forces of Francisco I. Madero, in the Mexican city of Torreón.', 'May 15\xa0–Standard Oil is dissolved by the Supreme Court of the United States into 34 separate oil companies including Exxon, Mobil, Chevron, Texaco, and others due to violation of the Sherman Anti-Trust Act', 'May 17\xa0– Mexican Revolution: Porfirio Díaz is convinced to resign, but does not do so yet.', ""May 21\xa0– Mexican Revolution: In Ciudad Juárez, a peace treaty is signed between Madero's rebels and government troops."", 'May 24\xa0– Mexican Revolution: Government troops fire at anti-Diaz demonstrators in Mexico City, killing about 200 (officials claim only 40).', 'May 25\xa0– Mexican Revolution: Porfirio Díaz signs his resignation and leaves for Veracruz; on May 31 he leaves for exile in France.', 'May 30\xa0– The very first Indianapolis 500 automobile race is held in the United States, won by Ray Harroun at an average speed of 74.59 miles per hour.', 'May 31\xa0– The hull of the RMS\xa0Titanic is launched in Belfast, on the same day RMS\xa0Olympic starts her sea trials.']"
6,"['June 7\xa0– Mexican Revolution: Francisco Madero arrives in Mexico City, just after the 1911 Michoacán earthquake.', 'June 14\xa0– RMS\xa0Olympic departs Southampton, England, for her maiden voyage, with a first call at Cherbourg, France.', 'June 15\xa0– RMS Olympic arrives in Queenstown, Ireland, to discharge and take up passengers.', 'June 21\xa0– RMS\xa0Olympic arrives in New York at the end of her maiden voyage. She proceeds to her quarantine station off Staten Island, which she leaves at 7:45\xa0a.m., and is saluted on her way up New York Harbor by all kinds of craft as she steams to Pier 59 in the North River. With the assistance of twelve tugs, Olympic is safely moored at 10 a.m.', 'June 22\xa0– George V and Mary of Teck are crowned King and Queen of the United Kingdom and the British Dominions, at Westminster Abbey in London. Moored at Pier 59 of New York Harbor, RMS\xa0Olympic is decorated for the occasion.', 'June 23\xa0– Frank C. Mars starts the Mars Candy Factory in Tacoma, Washington, origin of Mars, Incorporated, the global confectionery and pet food brand.', 'June 25\xa0– The Polish Football Union (PFU), later absorbed into the Polish Football Association (Polish: Polski Związek Piłki Nożnej, PZPN), is founded.', 'June 28\nRMS\xa0Olympic departs New York for her maiden eastbound voyage home to Southampton, England.\nThe Nakhla meteorite falls in the Abu Hummus region of Egypt, providing evidence of water on Mars.', 'RMS\xa0Olympic departs New York for her maiden eastbound voyage home to Southampton, England.', 'The Nakhla meteorite falls in the Abu Hummus region of Egypt, providing evidence of water on Mars.', 'June\xa0– The Sixth Conference of the International Woman Suffrage Alliance is held in Stockholm, Sweden.']"
7,"['July 1\xa0– The presence of the German warship Panther in the Moroccan port of Agadir triggers the Agadir Crisis.', 'July 4\xa0– RMS\xa0Olympic, having crossed the Atlantic, discharges passengers and mails off Plymouth, England.', 'July 5\xa0– RMS\xa0Olympic arrives in Southampton, England, ending her maiden eastbound voyage from New York.', 'July 24\xa0– Hiram Bingham rediscovers Machu Picchu in Peru.', 'July 28 – The Australasian Antarctic Expedition began as the SY Aurora departed London.']"
8,"[""August 17–20\xa0– Britain's National Railway strike of 1911, its first national strike of railway workers; on August 19 it leads to the Llanelli riots in Wales which result in 6 deaths."", ""August 21\xa0– Leonardo da Vinci's Mona Lisa is stolen from the Louvre museum in Paris by Vincenzo Peruggia; the painting is returned in 1913."", 'August 27\xa0– CSKA Moscow, a professional multi-sports club in Russia, is officially founded.']"
9,"['September 20\xa0– RMS\xa0Olympic collides with HMS Hawke in The Solent, causing considerable damage to both ships.', 'September 25\xa0– French battleship Liberté explodes at anchor in Toulon, France, killing around 300 onboard and in the surrounding area.', 'September 29\xa0– Italy declares war on the Ottoman Empire.']"
10,"['October 4\xa0– China adopts ""Cup of Solid Gold"" as its first national anthem. However, it is never performed publicly and is replaced a few months later with a new composition.', 'October 7\xa0– Liberal leader Karl Staaff returns as Prime Minister of Sweden after a Riksdag election victory based on the promises of defense cuts and social reforms.', 'October 10\xa0– The Wuchang Uprising starts the Xinhai Revolution, that leads to the founding of the Republic of China.', 'October 16\xa0– Mexican Revolution: Felix Diaz, nephew of Porfirio Díaz, occupies the port of Veracruz, as a sign of rebellion against Madero.', ""October 26\xa0– In American baseball, the Philadelphia Athletics defeat the New York Giants, 13–2, to win the 1911 World Series in 6 games. The game is tied 1–1 after three innings, but with four runs in the fourth, and seven runs in the seventh, the A's demolish the Giants. The most unusual play of the game is an inside-the-park home run made by the A's Jack Barry, on a bunt.""]"
