Month No.,Month-Day(s)-Events
1,"['January 6 – The last naturally-conceived Pyrenean ibex is found dead, apparently killed by a falling tree.', 'January 10 – America Online announces an agreement to purchase Time Warner for $162\xa0billion (the largest-ever corporate merger).', ""January 14\nThe Dow Jones Industrial Average closes at 11,722.98 (at the peak of the Dot-com bubble).\nThe United Nations' International Criminal Tribunal for the former Yugoslavia sentences five Bosnian Croats to up to 25 years in prison for the 1993 killing of more than 100 Bosnian Muslims."", 'The Dow Jones Industrial Average closes at 11,722.98 (at the peak of the Dot-com bubble).', ""The United Nations' International Criminal Tribunal for the former Yugoslavia sentences five Bosnian Croats to up to 25 years in prison for the 1993 killing of more than 100 Bosnian Muslims."", 'January 30 – Kenya Airways Flight 431 crashes off the Ivory Coast into the Atlantic Ocean, killing 169 people.', 'January 31 – Alaska Airlines Flight 261 crashes off the California coast into the Pacific Ocean; all 88 passengers and crew are killed.']"
2,"['February 5 – Second Chechen War: Novye Aldi massacre – Russian forces summarily execute 56-60 civilians in a suburb of Grozny.', 'February 6 – Second Chechen War: Battle of Grozny (1999–2000) ends as Russian forces conclude capture of the Chechen capital Grozny.', 'February 9 – Torrential rains in Africa lead to the worst flooding in Mozambique in 50 years, which lasts until March and kills 800 people.', 'February 21 – UNESCO holds the inaugural celebration of International Mother Language Day.', 'February 29 – A rare century leap year date occurs. Usually, century years are common years due to not being exactly divisible by 400. 2000 is the first such year to have a February 29 since the year 1600, making it only the second such occasion since the Gregorian Calendar was introduced in the late 16th century. The next such leap year will occur in 2400.']"
3,"['March 10 – The NASDAQ Composite Index reaches an all-time high of 5,048. Two weeks later, the NASDAQ-100, S&P 500, and Wilshire 5000 reach their peaks prior to the Dot-com bubble, ending a bull market run that had lasted over 17 years.', 'March 12\nPope John Paul II apologizes for the wrongdoings by members of the Roman Catholic Church throughout the ages.\nA Zenit-3SL sea launch fails due to a software bug.', 'Pope John Paul II apologizes for the wrongdoings by members of the Roman Catholic Church throughout the ages.', 'A Zenit-3SL sea launch fails due to a software bug.', 'March 13 – The United States dollar becomes the official currency of Ecuador, replacing the Ecuadorian sucre.', 'March 17 – Uganda mass death: 778 members of the Movement for the Restoration of the Ten Commandments of God die in Uganda.']"
4,"['April 30 – Canonization of Faustina Kowalska in the presence of 200,000 people and the first Divine Mercy Sunday celebrated worldwide.']"
5,"['May 1 – A new class of composite material is fabricated, which has a combination of physical properties never before seen in a natural or man-made material.', 'May 4 – The 7.6 Mw Central Sulawesi earthquake affects Banggai, Indonesia, with a maximum Mercalli intensity of VII (Very strong), leaving 46 dead and 264 injured.', 'May 5\nAfter originating in the Philippines, the ILOVEYOU computer virus spreads quickly throughout the world.\nA rare conjunction of seven celestial bodies (Sun, Moon, planets Mercury–Saturn) occurs during the new moon.', 'After originating in the Philippines, the ILOVEYOU computer virus spreads quickly throughout the world.', 'A rare conjunction of seven celestial bodies (Sun, Moon, planets Mercury–Saturn) occurs during the new moon.', ""May 11 – India's population reaches 1\xa0billion."", ""May 13\nA fireworks factory disaster in Enschede, Netherlands, kills 23.\nMillennium Force opens at Cedar Point amusement park in Sandusky, Ohio as the world's tallest and fastest roller coaster"", 'A fireworks factory disaster in Enschede, Netherlands, kills 23.', ""Millennium Force opens at Cedar Point amusement park in Sandusky, Ohio as the world's tallest and fastest roller coaster"", 'May 24 – Real Madrid C.F. defeats Valencia CF 3–0 in the UEFA Champions League Final at Stade de France to win their second title between 1998 and 2002, and their eighth overall.']"
6,"['June 4 – The 7.9 Mw\u202f Enggano earthquake shakes southwestern Sumatra, killing 103 people and injuring at least 2,174.', 'June 5 – 405 The Movie, the first short film widely distributed on the Internet, is released.', 'June 10 – July 2 – Belgium and the Netherlands jointly host the UEFA Euro 2000 football tournament, which is won by France.', 'June 17 – A centennial earthquake (6.5 on the Richter scale) hits Iceland on its national day.', 'June 26 – A preliminary draft of genomes, as part of the Human Genome Project, is finished. It is announced at the White House by President Clinton.']"
7,"['July 1 – The Øresund Bridge between Denmark and Sweden is officially opened for traffic.', 'July 2 – France defeats Italy 2–1 after extra time in the final of the European Championship, becoming the first team to win the World Cup and European Championship consecutively.', 'July 7 – The draft assembly of Human Genome Project is announced at the White House by US President Bill Clinton, Francis Collins, and Craig Venter.', 'July 10 – In southern Nigeria, a leaking petroleum pipeline explodes, killing about 250 villagers who were scavenging gasoline.', 'July 14 – A powerful solar flare, later named the Bastille Day event, causes a geomagnetic storm on Earth.', 'July 25 – Air France Flight 4590, a Concorde aircraft, crashes into a hotel in Gonesse just after takeoff from Paris, killing all 109 aboard and 4 in the hotel.']"
8,"['August 3 – Rioting erupts on the Paulsgrove estate in Portsmouth, Hampshire, England, after more than 100 people besiege a block of flats allegedly housing a convicted paedophile. This is the latest vigilante violence against suspected sex offenders since the beginning of the ""naming and shaming"" anti-pedophile campaign by the tabloid newspaper News of the World.', 'August 7 – DeviantART is launched.', 'August 8 – The Confederate submarine H. L. Hunley is raised to the surface after 136 years on the ocean floor.', 'August 12 – The Russian submarine Kursk sinks in the Barents Sea during one of the largest Russian naval exercises since the 1991 dissolution of the Soviet Union, resulting in the deaths of all 118 men on board.', 'August 14 – Tsar Nicholas II and his family are canonized by the synod of the Russian Orthodox Church.']"
9,"['September 6 – The last wholly Swedish-owned arms manufacturer, Bofors, is sold to American arms manufacturer United Defense.', 'September 6–8 – World leaders attend the Millennium Summit at U.N. Headquarters.', ""September 7–14 – Fuel protests take place in the United Kingdom, with refineries blockaded, and supply to the country's network of petrol stations halted."", 'September 10 – Operation Barras: A British military operation to free five soldiers from the Royal Irish Regiment that were held captive for over two weeks during the Sierra Leone Civil War, all of which were rescued.', 'September 13 – Steve Jobs introduces the public beta of Mac OS X for US$29.95.', 'September 15 – October 1 – The 2000 Summer Olympics, held in Sydney, Australia, is the first Olympic Games of the 2000s.', 'September 16 – Ukrainian journalist Georgiy Gongadze is last seen alive; this day is taken as the commemoration date of his death.', ""September 26 – The Greek ferry Express Samina sinks off the coast of the island of Paros; 80 out of a total of over 500 passengers perish in one of Greece's worst sea disasters.""]"
10,"['October 3 – Approximate start of Autumn 2000 Western Europe floods (particularly affecting the UK), precipitated by days of heavy rain.', ""October 5 – Mass demonstrations in Belgrade lead to resignation of Yugoslavia's president Slobodan Milošević."", 'October 11 – 250\xa0million US gallons (950,000\xa0m3) of coal sludge spill in Martin County, Kentucky (considered a greater environmental disaster than the Exxon Valdez oil spill).', 'October 12 – In Aden, Yemen, USS Cole is badly damaged by two Al-Qaeda suicide bombers, who place a small boat laden with explosives alongside the United States Navy destroyer, killing 17 crew members and wounding at least 39.', 'October 17 – A Great North Eastern Railway Intercity 225 Express Train is derailed, killing four people and injuring many others, in Hatfield, Hertfordshire, United Kingdom.', 'October 22\nThe Mainichi Shimbun newspaper exposes Japanese archeologist Shinichi Fujimura as a fraud; Japanese archaeologists had based their treatises on his findings.\nJapanese Prime Minister Yoshiro Mori and Singaporean Prime Minister Goh Chok Tong formally negotiate Japan-Singapore Economic Agreement for a New Age Partnership (JSEPA).', 'The Mainichi Shimbun newspaper exposes Japanese archeologist Shinichi Fujimura as a fraud; Japanese archaeologists had based their treatises on his findings.', 'Japanese Prime Minister Yoshiro Mori and Singaporean Prime Minister Goh Chok Tong formally negotiate Japan-Singapore Economic Agreement for a New Age Partnership (JSEPA).', 'October 26 – Pakistani authorities announce that their police have found an apparent mummy of an alleged Persian Princess in the province of Balochistan, Pakistan. The governments of Iran, Pakistan as well as the Taliban of Afghanistan all claim the mummy until Pakistan announces it is a modern-day forgery in April 2001.', 'October 31\nSoyuz TM-31 is launched, carrying the first resident crew to the International Space Station. The ISS has been continuously crewed since.\nSingapore Airlines Flight 006 collides with construction equipment in the Chiang Kai Shek International Airport, resulting in 83 deaths.', 'Soyuz TM-31 is launched, carrying the first resident crew to the International Space Station. The ISS has been continuously crewed since.', 'Singapore Airlines Flight 006 collides with construction equipment in the Chiang Kai Shek International Airport, resulting in 83 deaths.']"
