Month No.,Month-Day(s)-Events
1,"['January 1\nJapan, Mexico, Turkey and Uganda assume their seats on the United Nations Security Council.\nAsunción, the capital of Paraguay, becomes the American Capital of Culture and Vilnius and Linz become the European Capitals of Culture.\nSlovakia adopts the euro as its national currency, replacing the Slovak koruna.', 'Japan, Mexico, Turkey and Uganda assume their seats on the United Nations Security Council.', 'Asunción, the capital of Paraguay, becomes the American Capital of Culture and Vilnius and Linz become the European Capitals of Culture.', 'Slovakia adopts the euro as its national currency, replacing the Slovak koruna.', 'January 3 – The first (""Genesis"") block of the blockchain of the cryptocurrency and decentralized payment system Bitcoin is established by the creator of the system, known as Satoshi Nakamoto.', 'January 15 – US Airways Flight 1549 ditches in the Hudson River in an accident that becomes known as the ""Miracle on the Hudson"", as all 155 people on board are rescued.', 'January 18 – Gaza War: Hamas announces they will accept the Israel Defense Forces offer of a ceasefire, ending the conflict.', 'January 20 – Barack Obama is sworn in as the 44th President of the United States, becoming the first African-American to hold the office.', 'January 21 – Israel withdraws from the Gaza Strip, officially ending its three-week war with Hamas. However, intermittent air strikes by both sides continue in the following weeks.', 'January 26\nThe first trial at the International Criminal Court opens. Former Union of Congolese Patriots leader Thomas Lubanga Dyilo is accused of training child soldiers to kill, pillage and rape.\nThe Icelandic government and banking system collapse. Prime Minister Geir Haarde immediately resigns.\nAn annular solar eclipse takes place over the Indian Ocean, the 50th solar eclipse of Saros cycle 131.', 'The first trial at the International Criminal Court opens. Former Union of Congolese Patriots leader Thomas Lubanga Dyilo is accused of training child soldiers to kill, pillage and rape.', 'The Icelandic government and banking system collapse. Prime Minister Geir Haarde immediately resigns.', 'An annular solar eclipse takes place over the Indian Ocean, the 50th solar eclipse of Saros cycle 131.', 'January 28 – WikiLeaks releases 86 intercepted telephone recordings of politicians and businessmen involved in the 2008 Peru oil scandal.', 'January 31 – Tiféret Israel Synagogue attack, profanation of the oldest synagogue in Caracas, Venezuela.']"
2,"[""February 1\nPatriarch Kirill of Moscow is enthroned as the Patriarch of the Russian Orthodox Church following the death of his predecessor, Alexy II in 2008.\nJóhanna Sigurðardóttir is appointed as the new Prime Minister of Iceland, becoming the world's first openly lesbian head of government."", 'Patriarch Kirill of Moscow is enthroned as the Patriarch of the Russian Orthodox Church following the death of his predecessor, Alexy II in 2008.', ""Jóhanna Sigurðardóttir is appointed as the new Prime Minister of Iceland, becoming the world's first openly lesbian head of government."", ""February 7\nBushfires in Victoria leave 173 dead in the worst natural disaster in Australia's history."", ""Bushfires in Victoria leave 173 dead in the worst natural disaster in Australia's history."", 'February 13 – At 23:31:30 UTC, the decimal representation of Unix time reached 1234567890 seconds. Celebrations were held around the world, among various technical subcultures, to celebrate the 1234567890th second.', ""February 25 – Soldiers of Bangladeshi border security force Bangladesh Rifles (BDR) mutiny and take the commanding army officers and their families hostages at the force's headquarters in Pilkhana, Dhaka. 57 army officers are killed along with 17 civilians by the mutineers."", 'February 26 – Former Serbian president Milan Milutinović is acquitted by the International Criminal Tribunal for the former Yugoslavia regarding war crimes during the Kosovo War.']"
3,"['March 2 – The President of Guinea-Bissau, João Bernardo Vieira, is assassinated during an armed attack on his residence in Bissau.', 'March 4 – The International Criminal Court issues an arrest warrant for Sudanese President Omar al-Bashir for war crimes and crimes against humanity in Darfur. al-Bashir is the first sitting head of state to be indicted by the ICC since its establishment in 2002.', ""March 7 – NASA's Kepler Mission, a space photometer that will search for extrasolar planets in the Milky Way galaxy, is launched from Cape Canaveral Air Force Station, Florida, USA."", ""March 17 – The President of Madagascar, Marc Ravalomanana, is overthrown in a coup d'état, following a month of unrest in Antananarivo.""]"
4,"['April 1 – Albania and Croatia are admitted to NATO, becoming the newest members of the organization.', 'April 5 – North Korea launches a rocket from its Tonghae Satellite Launching Ground, which it says is carrying the Kwangmyŏngsŏng-2 satellite, prompting an emergency meeting of the United Nations Security Council.', ""April 6 – A 6.3 magnitude earthquake strikes near L'Aquila, Italy, killing 308 and injuring more than 1,500."", 'April 21 – UNESCO launches The World Digital Library.']"
5,"['May 11–24 – Space Shuttle Atlantis is launched to refurbish the Hubble Space Telescope on May 11, landing at Edwards Air Force Base May 24.', 'May 12–16 – The Eurovision Song Contest 2009 takes place in Moscow, Russia, and is won by Norwegian entrant Alexander Rybak with the song ""Fairytale"".', 'May 17 – Minecraft gets its first update by Mojang Studios.', 'May 18 – Following more than a quarter-century of fighting, the Sri Lankan Civil War ends with the total military defeat of the Liberation Tigers of Tamil Eelam.', 'May 25 – North Korea announces that it has conducted a second successful nuclear test in North Hamgyong Province. The United Nations Security Council condemns the reported test.']"
6,"['June 1 – Air France Flight 447, en route from Rio de Janeiro, Brazil, to Paris, crashes into the Atlantic Ocean, killing all 228 on board.', 'June 11 – The outbreak of the H1N1 influenza strain, commonly referred to as ""swine flu"", is deemed a global pandemic.', 'June 13 – Mass protests erupt across Iran following a disputed presidential election in which Mahmoud Ahmadinejad was reelected president, the largest demonstrations in the country since the Iranian Revolution.', 'June 18 – NASA launches the Lunar Reconnaissance Orbiter / LCROSS probes to Mars, the first American lunar mission since Lunar Prospector in 1998.', 'June 21 – Greenland gains self-rule.', 'June 25 – The death of American pop star Michael Jackson triggers an outpouring of worldwide grief. Online, reactions to the event cripple several major websites and services, as the abundance of people accessing the web addresses pushes internet traffic to unprecedented and historic levels. ', ""June 28 – The Military of Honduras ousts Honduran President Manuel Zelaya in a coup d'état, condemned by OAS."", 'June 30 – Yemenia Flight 626 crashes off the coast of Moroni, Comoros, killing all but one of the 153 passengers and crew.']"
7,"['July 5 – Violent riots broke out in Ürümqi, Xinjiang. PRC officials said that a total of 197 people died.', 'July 7 – A public memorial service for Michael Jackson is held at Staples Center. It is watched by over 2.5 billion people worldwide.', 'July 15 – Caspian Airlines Flight 7908, en route from Tehran, Iran, to Yerevan, Armenia crashes into the Jannatabad village in Qazvin Province\xa0; killing all 168 on board.', ""July 16 – Iceland's national parliament, the Althingi, votes to pursue joining the EU."", 'July 17 – Two bombs exploded separately at the JW Marriott and Ritz-Carlton Hotels in Jakarta, Indonesia, killing 9 people (including 2 suicide bombers) and injuring 53.', 'July 22 – The longest total solar eclipse of the 21st century, lasting up to 6 minutes and 38.86 seconds (0.14 seconds shorter than 6 minutes and 39 seconds), occurs over parts of Asia and the Pacific Ocean.', 'July 26 – The Islamic extremist group Boko Haram initiates an uprising in Bauchi State, Nigeria and quickly spreads throughout the northern part of the country.']"
8,"['August 3 – Bolivia becomes the first South American country to declare the right of indigenous people to govern themselves.', 'August 7 – Typhoon Morakot hits Taiwan, killing 673 and stranding more than 1,000 via the worst flooding on the island in half a century.', 'August 14 – The United Kingdom imposes direct rule on the Turks and Caicos Islands after an inquiry that found evidence of government corruption.']"
9,"['September 9 – StudioMini, a multitrack audio recording app is first released.', 'September 21 – China becomes the first country to succeed a completed clinical trial by a company for the 2009/H1N1 vaccine in the world during the flu pandemic.', ""September 22 – WikiLeaks exposes the contents of Kaupthing Bank's internal documents prior to the Icelandic Financial Crisis. These documents showed suspicious amounts of money were loaned to bank owners, and debts being written off."", 'September 23 – Korba chimney collapse: At least 45 workers are killed when lightning strikes a chimney under construction in Korba, Chhattisgarh, India, causing it to collapse.', 'September 26 –Typhoon Ketsana, PAGASA Name: Ondoy, makes landfall in The Philippines, killing hundreds in Metro Manila and flooding in Huế, Vietnam.', ""September 28 - At least 157 demonstrators are massacred by the Guinean military at the Stade du 28 Septembre during a protest against the government that came to power in a coup d'état the previous year."", 'September 29 – A 8.1 Mw earthquake strikes Samoa, with a maximum Mercalli intensity of VII (Very strong), leaving at least 192 people dead.', 'September 30 – A 7.6 Mw earthquake strikes Sumatra, Indonesia, with a maximum Mercalli intensity of VIII (Severe), leaving at least 1,115 people dead.']"
10,"['October 1 – Paleontologists announce the discovery of an Ardipithecus ramidus fossil skeleton, deeming it the oldest remains of a human ancestor yet found.', ""October 2\nIreland holds a second referendum on the EU's Lisbon Treaty. The amendment is approved by the Irish electorate, having been rejected in the Lisbon I referendum held last year.\nThe International Olympic Committee awards Rio de Janeiro the right to host the 2016 Summer Olympics."", ""Ireland holds a second referendum on the EU's Lisbon Treaty. The amendment is approved by the Irish electorate, having been rejected in the Lisbon I referendum held last year."", 'The International Olympic Committee awards Rio de Janeiro the right to host the 2016 Summer Olympics.', ""October 15 – It is revealed the company Trafigura has been using a super-injunction to stop The Guardian from reporting about the 2006 Côte d'Ivoire toxic dumping incident, which Trafigura was responsible for."", 'October 20\nSusilo Bambang Yudhoyono is inaugurated for a second term as President of Indonesia.\nWikiLeaks leaked the membership listing of a radical political group known as the British National Party.', 'Susilo Bambang Yudhoyono is inaugurated for a second term as President of Indonesia.', 'WikiLeaks leaked the membership listing of a radical political group known as the British National Party.', 'October 25 – Two suicide attacks in Baghdad, Iraq, kill 155 people and injure at least 721 people.']"
