Month No.,Month-Day(s)-Events
1,"['January 1 – The British colonies of New South Wales, Queensland, South Australia, Tasmania, Victoria and Western Australia federate as the Commonwealth of Australia; Edmund Barton becomes the first Prime Minister of Australia.', 'January 9 – Lord Kitchener reports that Christiaan de Wet has shot one of the ""peace"" envoys, and flogged two more, who had gone to his commando to ask the Burgher citizens of South Africa to halt fighting.', 'January 22 – ""Bertie"", the then longest-serving Prince of Wales, succeeds his mother, Queen Victoria, Great Britain\'s then longest serving monarch, to become King Edward VII of the United Kingdom at the age of 59.']"
2,"[""February 2 – The State funeral of Queen Victoria, held at St George's Chapel, Windsor Castle, UK, is attended by many European royals, including Kaiser Wilhelm II and Archduke Franz Ferdinand of Austria."", 'February 5 – The Hay–Pauncefote Treaty is signed by the United Kingdom and United States, ceding control of the Panama Canal to the United States.', 'February 12 – Viceroy of India Lord Curzon creates the new North-West Frontier Province in the north of the Punjab region, bordering Afghanistan.', 'February 14 – Edward VII opens his first parliament of the United Kingdom.', 'February 16 – Bulgaria: Macedonian demonstrators in Sofia demand independence from Turkey.', 'February 20 – The Hawaii Territory Legislature convenes for the first time.', ""February 22 – The Pacific Mail Steamship Company's SS\xa0City of Rio de Janeiro sinks entering San Francisco Bay, killing 128."", 'February 23 – The United Kingdom and Germany agree on the frontier between German East Africa and the British colony of Nyasaland.', 'February 25 – U.S. Steel is incorporated by industrialist J. P. Morgan, as the first billion-dollar corporation.', 'February 26\nChi-hsui and Hsu-cheng-yu, Boxer Rebellion leaders, are executed in Peking.\nThe Middelburg peace conference fails in South Africa, as Boers continue to demand autonomy.', 'Chi-hsui and Hsu-cheng-yu, Boxer Rebellion leaders, are executed in Peking.', 'The Middelburg peace conference fails in South Africa, as Boers continue to demand autonomy.', 'February 27 – The Sultan of Turkey orders 50,000 troops to the Bulgarian frontier, because of unrest in Macedonia.']"
3,"['March 1\nThe United Kingdom, Germany and Japan protest the Sino-Russian agreement on Manchuria.\nThe 1901 Census of India is taken, the fourth, and first reliable, census of the British Raj.', 'The United Kingdom, Germany and Japan protest the Sino-Russian agreement on Manchuria.', 'The 1901 Census of India is taken, the fourth, and first reliable, census of the British Raj.', 'March 2 – The United States Congress passes the Platt Amendment, limiting the autonomy of Cuba as a condition for the withdrawal of American troops.', 'March 4 – William McKinley is sworn in, for a second term as President of the United States.', 'March 5 – Irish nationalist demonstrators are ejected by police from the House of Commons of the United Kingdom, in London.', 'March 6 – In Bremen, an assassination attempt is made on Wilhelm II, German Emperor.', 'March 6 – In Maine, the 1901 Maine Flag is adopted as the official state flag.', 'March 11 – The United Kingdom rejects the amended Hay–Pauncefote Treaty.', 'March 17 – A showing of 71 Vincent van Gogh paintings in Paris, 10 years after his death, creates a sensation.', 'March 31\nA 7.2 Mw Black Sea earthquake occurs off the northeast coast of Bulgaria, with a maximum intensity of X (Extreme). A destructive tsunami affects the province of Dobrich.\nThe United Kingdom Census 1901 is taken. The number of people employed in manufacturing is at its highest-ever level.', 'A 7.2 Mw Black Sea earthquake occurs off the northeast coast of Bulgaria, with a maximum intensity of X (Extreme). A destructive tsunami affects the province of Dobrich.', 'The United Kingdom Census 1901 is taken. The number of people employed in manufacturing is at its highest-ever level.']"
4,['April 29 – Anti-Jewish rioting breaks out in Budapest.']
5,"['May 5 – The Caste War of Yucatán in Mexico officially ends, although Mayan skirmishers continue sporadic fighting for another decade.', 'May 9 – The first Australian Parliament opens in Melbourne.', 'May 17 – Panic of 1901: The New York Stock Exchange crashes.', 'May 24 – 81 miners are killed in an accident at Universal Colliery, Senghenydd in South Wales.', 'May 25 – The Club Atlético River Plate is founded in Argentina.', 'May 27 – In New Jersey, the Edison Storage Battery Company is founded.', ""May 28 – D'Arcy Concession: Mozaffar ad-Din Shah Qajar of Persia grants British businessman William Knox D'Arcy a concession giving him an exclusive right to prospect for oil.""]"
6,"['June 2 – Katsura Tarō becomes Prime Minister of Japan.', 'June 12 – Cuba becomes a United States protectorate.', 'June 15 – RMS\xa0Lucania is the first Cunard Line ship to receive a wireless radio set.', 'June 18 – Emily Hobhouse reports on the high mortality and cruel conditions in the Second Boer War concentration camps']"
7,"[""June 24 – Paris sees first Picassos. The young Spanish artist exhibits his work at Ambroise Vollard's gallery for the first time.""]"
8,"['July 1 – The first United Kingdom Fingerprint Bureau is established at Scotland Yard, the Metropolitan Police headquarters in London, by Edward Henry.', 'July 4\nThe 1,282 foot (390 m) covered bridge crossing the Saint John River at Hartland, New Brunswick, Canada opens. It is the longest covered bridge in the world.\nWilliam Howard Taft becomes Governor-General of the Philippines.', 'The 1,282 foot (390 m) covered bridge crossing the Saint John River at Hartland, New Brunswick, Canada opens. It is the longest covered bridge in the world.', 'William Howard Taft becomes Governor-General of the Philippines.', ""July 10 – The world's first passenger-carrying trolleybus in regular service operates on the Biela Valley Trolleybus route at Königstein, Germany."", ""August 5 – Peter O'Connor sets the first International Association of Athletics Federations recognised long jump world record, of 24\xa0ft 11¾ ins (7.61m). The record will stand for 20 years."", 'August 6 – Discovery Expedition: Robert Falcon Scott sets sail on the RRS Discovery, to explore the Ross Sea in Antarctica.', 'August 14 – The first claimed powered flight is made, by German-born American aviator Gustave Whitehead, in his Number 21, in Connecticut.', 'August 21 – The International Secretariat of National Trade Union Centres is founded in Copenhagen.', 'August 28 – Silliman University is founded in the Philippines, the first American private school in the country.', 'August 30 – Hubert Cecil Booth patents an electric vacuum cleaner, in the United Kingdom.']"
9,"['September 5 – The National Association of Professional Baseball Leagues (later renamed Minor League Baseball), is formed in Chicago.', 'September 6 – William McKinley assassination: American anarchist Leon Czolgosz shoots U.S. President William McKinley at the Pan-American Exposition in Buffalo, New York. McKinley dies 8 days later.', 'September 7 – The Boxer Rebellion in China officially ends, with the signing of the Boxer Protocol.', ""September 14 – Vice President Theodore Roosevelt becomes the 26th president of the United States, upon President William McKinley's death. Roosevelt is sworn in that afternoon."", 'September 28 – Philippine–American War: Balangiga massacre: Filipino guerrillas kill more than forty United States soldiers in a surprise attack, in the town of Balangiga in Samar.']"
10,"[""October 2 – The British Royal Navy's first submarine, Holland 1, is launched at Barrow-in-Furness."", ""October 4 – The American yacht Columbia defeats the British Shamrock, in the America's Cup yachting race."", 'October 16 – U.S. President Theodore Roosevelt invites African American leader Booker T. Washington to the White House. The American South reacts angrily to the visit, and racial violence increases in the region.', 'October 23 – Yale University celebrates its bicentennial.', 'October 24 – Michigan schoolteacher Annie Edson Taylor goes over Niagara Falls in a barrel, and survives.', 'October 29\nLeon Czolgosz is executed for assassinating William McKinley in Buffalo, New York on September 6.\nIn Amherst, New York, nurse Jane Toppan is arrested for murdering the Davis family of Boston, with an overdose of morphine.', 'Leon Czolgosz is executed for assassinating William McKinley in Buffalo, New York on September 6.', 'In Amherst, New York, nurse Jane Toppan is arrested for murdering the Davis family of Boston, with an overdose of morphine.']"
