Month No.,Month-Day(s)-Events
1,"['January 5 – First Balkan War: Battle of Lemnos – Greek admiral Pavlos Kountouriotis forces the Turkish fleet to retreat to its base within the Dardanelles, from which it will not venture for the rest of the war.', 'January 13 – Edward Carson founds the (first) Ulster Volunteer Force, by unifying several existing loyalist militias to resist home rule for Ireland.', ""January 23 – 1913 Ottoman coup d'état: Ismail Enver comes to power."", 'January – Stalin (whose first article using this name is published this month) travels to Vienna to carry out research. Until he leaves on February 16 the city is home simultaneously to him, Hitler, Trotsky and Tito alongside Berg, Freud and Jung and Ludwig and Paul Wittgenstein.']"
2,"[""February 1 – New York City's Grand Central Terminal, having been rebuilt, reopens as the world's largest railroad station."", 'February 3 – The 16th Amendment to the United States Constitution is ratified, authorizing the Federal government to impose and collect income taxes on all sources of income, not just some.', ""February 5 – Claudio Monteverdi's last opera L'incoronazione di Poppea is performed theatrically for the first time in more than 250 years, in Paris."", 'February 9 – Mexican Revolution: ""La Decena Trágica"", the rebellion of some military chiefs against the President Francisco I. Madero, begins.', 'February 13 – Thubten Gyatso, the 13th Dalai Lama, declares the independence of Tibet from Qing dynasty China.', 'February 18 – Mexican Revolution: President Francisco I. Madero and Vice President José María Pino Suárez are forced to resign. Pedro Lascuráin serves as president for less than an hour, before General Victoriano Huerta, leader of the coup, takes office.', 'February 22 – Mexican Revolution: Francisco I. Madero and José María Pino Suárez are assassinated.', 'February 23 – Joseph Stalin is arrested by the Russian secret police, the Okhrana, in Petrograd, and exiled to Siberia.']"
3,"[""March\nThe House of Romanov celebrates the 300th anniversary of its succession to the throne, amidst an outpouring of monarchist sentiment in Russia.\nFollowing the assassination of his rival Song Jiaoren, Yuan Shikai uses military force to dissolve China's parliament, and rules as a dictator."", 'The House of Romanov celebrates the 300th anniversary of its succession to the throne, amidst an outpouring of monarchist sentiment in Russia.', ""Following the assassination of his rival Song Jiaoren, Yuan Shikai uses military force to dissolve China's parliament, and rules as a dictator."", 'c. March 1 – British steamship Calvados disappears in the Sea of Marmara, with 200 on board.', 'March 3 – The Woman Suffrage Procession takes place in Washington, D.C. led by Inez Milholland on horseback.', 'March 4\nWoodrow Wilson is sworn in, as the 28th President of the United States.\nThe U.S. Department of Commerce and U.S. Department of Labor are established, by splitting the duties of the 10-year-old Department of Commerce and Labor. The Census Bureau, U.S. Bureau of Fisheries and U.S. Coast and Geodetic Survey form part of the Department of Commerce.', 'Woodrow Wilson is sworn in, as the 28th President of the United States.', 'The U.S. Department of Commerce and U.S. Department of Labor are established, by splitting the duties of the 10-year-old Department of Commerce and Labor. The Census Bureau, U.S. Bureau of Fisheries and U.S. Coast and Geodetic Survey form part of the Department of Commerce.', 'March 4–6 – First Balkan War – Battle of Bizani: Forces of the Kingdom of Greece capture the forts of Bizani (covering the approaches to Ioannina) from the Ottoman Empire.', 'March 7 – British freighter Alum Chine, carrying 343 tons of dynamite, explodes in Baltimore harbour.', 'March 12 – Australia begins building the new federal capital of Canberra.', 'March 13 – Mexican Revolution: Pancho Villa returns to Mexico, from his self-imposed exile in the United States.', 'March 17 – The Military Aviation Academy (Escuela de Aviación Militar) is founded in Uruguay, to become the Military Air Force (Fuerza Aérea Militar) on 4 December 1952 (the Uruguayan Air Force (FAU) will grow from this foundation).', 'March 18 – King George I of Greece is assassinated after 50 years on the throne; he is succeeded by his son Constantine I.', 'March 20 – Sung Chiao-jen, a founder of the Chinese nationalist party (Kuomintang), is wounded in an assassination attempt, and dies two days later.\nThe city of Canberra, the center of the Australian Capital Territory, becomes the official capital of the Commonwealth of Australia.', 'The city of Canberra, the center of the Australian Capital Territory, becomes the official capital of the Commonwealth of Australia.', 'March 23 – Supporters of Phan Xích Long begin a revolt against colonial rule in French Indochina.', 'March 25 – The Great Dayton Flood, after four days of rain in the Miami Valley, kills over 360 and destroys 20,000 homes (chiefly in Dayton, Ohio).', ""March 26\nMexican Revolution: Venustiano Carranza announces his Plan of Guadalupe, and begins his rebellion against Victoriano Huerta's government, as head of the Constitutionals.\nBalkan Wars: The Siege of Adrianople ends, when Bulgarian forces take Adrianople from the Ottomans."", ""Mexican Revolution: Venustiano Carranza announces his Plan of Guadalupe, and begins his rebellion against Victoriano Huerta's government, as head of the Constitutionals."", 'Balkan Wars: The Siege of Adrianople ends, when Bulgarian forces take Adrianople from the Ottomans.']"
4,"[""April – Bernhard Kellermann's novel Der Tunnel is published."", 'April 5 – The United States Soccer Federation is formed.', 'April 8 – The Seventeenth Amendment to the United States Constitution is passed, dictating the direct election of senators.', 'April 10 – Albrecht Grocery Shop, predecessor of the Aldi discount store chain globally, is founded in Essen, Germany.>Weymouth, Lauren. ""Secrets of the German supermarkets conquering America (24 slides)"". MSN: Money. Archived from the original on September 7, 2017. Retrieved September 7, 2017.</ref>', ""April 13 Boca Juniors' debut in Primera was on April 13 v Estudiantil Porteño, a 4–2 win as visitor with 3 goals scored by Arnulfo Leal."", 'April 21 – Cunard ocean liner RMS\xa0Aquitania, built by John Brown & Company, is launched on the River Clyde.', 'April 24 – The Woolworth Building opens in New York City. Designed by Cass Gilbert, it is the tallest building in the world on this date, and for more than a decade after.']"
5,"['May – The Muscat rebellion begins in the Sultanate of Muscat and Oman in Tanuf, a village just north of the city of Nizwa.', 'May 3 – Raja Harishchandra, the first full-length Indian feature film, is released, marking the beginning of the Indian film industry.', 'May 9–July 11 – A major industrial strike occurs in the Black Country of England, involving 25,000 workers, and threatening preparations for World War I in naval and steel industries. The workers demand 23 shillings minimum wage.', 'May 14 – New York Governor William Sulzer approves the charter for the Rockefeller Foundation, which begins operations with a $100,000,000 donation from John D. Rockefeller.', 'May 24–25 – Adolf Hitler moves from Vienna to Munich.', 'May 24 – Princess Victoria Louise of Prussia marries Prince Ernest Augustus of Hanover in Berlin, ending the decades-long rift between the Houses of Hohenzollern and Hanover and marking the last great gathering of European sovereigns.', 'May 26 (May 13 O.S.) – Igor Sikorsky becomes the first person to pilot a 4-engine fixed-wing aircraft.', ""May 29 – The ballet The Rite of Spring (music by Igor Stravinsky, conducted by Pierre Monteux, choreography by Vaslav Nijinsky and design by Nicholas Roerich) is premiered by Sergei Diaghilev's Ballets Russes, at the Théâtre des Champs-Élysées in Paris; its modernist style provokes one of the most famous classical music riots in history. The audience includes Gabriele D'Annunzio, Coco Chanel, Marcel Duchamp, Harry Graf Kessler and Maurice Ravel."", 'May 30 – First Balkan War: The Treaty of London is signed, ending the war. Greece is granted those parts of southern Epirus which it does not already control, and the independence of Albania is recognised.']"
6,"['June 1 – The Greek–Serbian Treaty of Alliance is signed, paving the way for the Second Balkan War.', ""June 4 – Emily Davison, a British suffragette, runs out in front of the King's horse, Anmer, at The Derby. She is trampled and dies four days later in hospital, never having regained consciousness."", 'June 5 – Muscat rebellion: Rebels take Nizwa.', 'June 8 – The Deutsches Stadion in Berlin is dedicated with the release of 10,000 pigeons, in front of an audience of 60,000 people. It had been constructed in anticipation of the 1916 Summer Olympics (later to be cancelled as the result of World War I).', 'June 11\nWomen\'s suffrage is enacted in Norway.\nBattle of Bud Bagsak: Armed with guns and heavy artillery, U.S. and Philippine troops under General John J. ""Black Jack"" Pershing fight a four-day battle against 500 Moro rebels, who are armed mostly with kampilan swords. The rebels are killed in a final desperate charge on June 15.', ""Women's suffrage is enacted in Norway."", 'Battle of Bud Bagsak: Armed with guns and heavy artillery, U.S. and Philippine troops under General John J. ""Black Jack"" Pershing fight a four-day battle against 500 Moro rebels, who are armed mostly with kampilan swords. The rebels are killed in a final desperate charge on June 15.', 'June 18 – The Arab Congress of 1913 opens, during which Arab nationalists meet to discuss desired reforms under the Ottoman Empire.', 'June 19 – The Parliament of South Africa passes the Natives Land Act, limiting land ownership for blacks to black territories.', 'June 13 – The predecessor of the Aldi store chain opens in Essen, Germany.', 'June 24 – Joseph Cook becomes the 6th Prime Minister of Australia.', 'June 29 – The Second Balkan War begins.']"
7,"[""July 10\nRomania declares war on Bulgaria.\nDeath Valley, California hits 134\xa0°F (~56.7\xa0°C), the all-time highest temperature recorded on Earth (although its validity has been challenged, and in 2020 a temperature of 54.4\xa0°C (129.9\xa0°F) was recorded at the same location, which would make it the world's highest verified air temperature, subject to confirmation)."", 'Romania declares war on Bulgaria.', ""Death Valley, California hits 134\xa0°F (~56.7\xa0°C), the all-time highest temperature recorded on Earth (although its validity has been challenged, and in 2020 a temperature of 54.4\xa0°C (129.9\xa0°F) was recorded at the same location, which would make it the world's highest verified air temperature, subject to confirmation)."", 'July 13 – The 1913 Romanian Army cholera outbreak during the Second Balkan War starts.', 'July 27 – The town of San Javier, Uruguay is founded by Russian settlers.', 'July 29 Agreement reached at the Anglo-Ottoman Convention which defined the limits of Ottoman jurisdiction in the area of the Persian Gulf with respect to Kuwait, Qatar and Bahrain.']"
8,"['August 2 – The first known ascent of Mount Olympus in Greece is made by Swiss mountaineers Daniel Baud-Bovy and Frédéric Boissonnas guided by Christos Kakkalos.', 'August 4 – Republic of China: The province of Chungking (Chongqing) declares independence; Republican forces crush the rebellion in a couple of weeks.', 'August 10 – Second Balkan War: The Treaty of Bucharest is signed, ending the war. Macedonia is divided, and Northern Epirus is assigned to Albania.', 'August 13 – Harry Brearley invents stainless steel in Sheffield.', 'August 20 – After his airplane fails at an altitude of 900 feet (270\xa0m), aviator Adolphe Pégoud becomes the first person to bail out from an airplane and land safely.', 'August 23 – The Little Mermaid statue is finished in Copenhagen, Denmark.', ""August 26 – Dublin Lock-out in Ireland: Members of James Larkin's Irish Transport and General Workers' Union employed by the Dublin United Tramways Company begin strike action in defiance of the dismissal of trade union members by its chairman."", 'August 31 – Dublin Lock-out: ""Bloody Sunday"": The dispute escalates when the Dublin Metropolitan Police kill one demonstrator and injure 400, in dispersing a demonstration.']"
9,"['September 7–8 – The Fourth Congress of the International Psychoanalytical Association (the last occasion on which Carl Jung and Sigmund Freud will meet) takes place in Munich.', ""September 9\nIn Germany, BASF starts the world's first plant for the production of fertilizer based on the Haber-Bosch process, feeding in modern times about a third of the world's population.\nImperial Russian Army pilot Pyotr Nesterov becomes the first person to loop an airplane, flying a Nieuport IV monoplane over Syretzk Aerodrome near Kiev, Russia.\nHelgoland Island air disaster: The first fatalities aboard a German airship occur, when the Imperial German Navy Zeppelin dirigible LZ\xa014 (naval designation L\xa01) is forced down into the North Sea off Heligoland during a thunderstorm, killing 16 of the 22 men on board."", ""In Germany, BASF starts the world's first plant for the production of fertilizer based on the Haber-Bosch process, feeding in modern times about a third of the world's population."", 'Imperial Russian Army pilot Pyotr Nesterov becomes the first person to loop an airplane, flying a Nieuport IV monoplane over Syretzk Aerodrome near Kiev, Russia.', 'Helgoland Island air disaster: The first fatalities aboard a German airship occur, when the Imperial German Navy Zeppelin dirigible LZ\xa014 (naval designation L\xa01) is forced down into the North Sea off Heligoland during a thunderstorm, killing 16 of the 22 men on board.', ""September 10 – Jean Sibelius's tone poem Luonnotar is premiered in Gloucester Cathedral, England, with soprano Aino Ackté."", 'September 13 – The Bell of Chersonesos is returned by France to Russia after having been seized during the Crimean War.', ""September 17 – In Chicago, the Anti-Defamation League of B'nai B'rith is founded, with Sigmund Livingston as its first president."", 'September 23 – French aviator Roland Garros crosses the Mediterranean in an airplane flying from Fréjus, France to Bizerte, Tunisia.', 'September 29 – Second Balkan War: The Treaty of Constantinople is signed in Istanbul, between the Ottoman Empire and the Kingdom of Bulgaria.']"
10,"[""October 1 – Mexican Revolution: Pancho Villa's troops take Torreón after a 3-day battle, when government troops retreat.""]"
