Month No.,Month-Day(s)-Events
1,"['January 9–11 – Aswan Dam construction begins in Egypt.', 'January 10 – British Prime Minister Harold Macmillan makes the ""Wind of Change"" speech for the first time, to little publicity, in Accra, Gold Coast (modern-day Ghana).', 'January 19 – A revised version of the U.S.-Japan Security Treaty, which allows U.S. troops to be based on Japanese soil, is signed in Washington, D.C. by Prime Minister Nobusuke Kishi and President Dwight D. Eisenhower. The new treaty is opposed by the massive Anpo protests in Japan.', ""January 21\nCoalbrook mining disaster: A coal mine collapses at Holly Country, South Africa, killing 435 miners.\nAvianca Flight 671 crashes and burns upon landing at Montego Bay, Jamaica killing 37, the worst air disaster in Jamaica's history and the first for Avianca."", 'Coalbrook mining disaster: A coal mine collapses at Holly Country, South Africa, killing 435 miners.', ""Avianca Flight 671 crashes and burns upon landing at Montego Bay, Jamaica killing 37, the worst air disaster in Jamaica's history and the first for Avianca."", 'January 22\nCharles de Gaulle, President of France, dismisses Jacques Massu as commander-in-chief of French troops in Algeria.\nJacques Piccard and Don Walsh descend into the Mariana Trench in the bathyscaphe Trieste, reaching the depth of 10,911 meters (35,797 feet), and become the first human beings to reach the lowest spot on Earth.', 'Charles de Gaulle, President of France, dismisses Jacques Massu as commander-in-chief of French troops in Algeria.', 'Jacques Piccard and Don Walsh descend into the Mariana Trench in the bathyscaphe Trieste, reaching the depth of 10,911 meters (35,797 feet), and become the first human beings to reach the lowest spot on Earth.', 'January 24 – A major insurrection occurs in Algiers against French colonial policy.']"
2,"[""February 1 – Greensboro sit-ins: In Greensboro, North Carolina, four black students from North Carolina Agricultural and Technical State University begin a sit-in at a segregated Woolworth's lunch counter. Although they are refused service, they are allowed to stay at the counter. The event triggers many similar non-violent protests throughout the Southern United States, and six months later, the original four protesters are served lunch at the same counter.""]"
3,"['February 3 – Prime Minister of the United Kingdom Harold Macmillan makes the Wind of Change speech to the South African Parliament in Cape Town (although he had first made the speech, to little publicity, in Accra, Gold Coast — modern-day Ghana — on January 10).', 'February 5 – The first CERN particle accelerator becomes operational in Geneva, Switzerland.', 'February 10 – A conference about the proposed independence of the Belgian Congo begins in Brussels, Belgium.', 'February 11 – Twelve Indian soldiers die in clashes with Red Chinese troops along their small common border.', 'February 13 – Gerboise Bleue: France tests its first atomic bomb, in the Sahara Desert of Algeria.', 'February 18 – The 1960 Winter Olympics begin at the Squaw Valley Ski Resort in Placer County, California.', 'February 26 – Alitalia Flight 618: An airliner en route to New York crashes into a cemetery at Shannon, Ireland, shortly after takeoff, killing 34 of the 52 persons on board.', 'February 29 – The 5.7 Mw\u202f Agadir Earthquake shakes coastal Morocco with a maximum perceived intensity of X (Extreme), destroying Agadir and leaving 12,000 dead and another 12,000 injured.']"
4,"['March 5 – Alberto Korda takes his iconic photograph of Che Guevara, Guerrillero Heroico, in Havana.', 'March 6\nVietnam War: The United States announces that 3,500 American soldiers will be sent to Vietnam.\nThe Canton of Geneva in Switzerland gives women the right to vote.', 'Vietnam War: The United States announces that 3,500 American soldiers will be sent to Vietnam.', 'The Canton of Geneva in Switzerland gives women the right to vote.', 'March 17\nNorthwest Orient Airlines Flight 710 crashes near Tell City, Indiana, killing all 63 on board.\nU.S. President Dwight D. Eisenhower approves a covert Central Intelligence Agency plan to train a paramilitary force against Cuba, which would result in the 1961 Bay of Pigs Invasion.', 'Northwest Orient Airlines Flight 710 crashes near Tell City, Indiana, killing all 63 on board.', 'U.S. President Dwight D. Eisenhower approves a covert Central Intelligence Agency plan to train a paramilitary force against Cuba, which would result in the 1961 Bay of Pigs Invasion.', 'March 21 – The Sharpeville massacre in South Africa results in more than 69 dead, 300 injured.', 'March 22 – Arthur Leonard Schawlow and Charles Hard Townes receive the first patent for a laser, in the United States.', 'March 23 – Soviet Premier Nikita Khrushchev meets French President Charles de Gaulle in Paris.', 'March 29 – ""Tom Pillibi"" by Jacqueline Boyer (music by André Popp, text by Pierre Cour) wins the Eurovision Song Contest 1960 for France.']"
5,"['April 1\nAbdul Rahman of Negeri Sembilan, 1st Yang di-Pertuan Agong of Malaysia, dies in office. He is replaced by Hisamuddin Alam Shah ibni Almarhum Sultan Alaeddin Sulaiman Shah, Sultan of Selangor.\nThe United States launches the first weather satellite, TIROS-1.\nThe 1960 United States Census begins. There are 179,323,175 U.S. residents on this day. All people from Latin America are listed as white, including blacks from the Dominican Republic, European whites from Argentina and Mexicans who resemble Native Americans.', 'Abdul Rahman of Negeri Sembilan, 1st Yang di-Pertuan Agong of Malaysia, dies in office. He is replaced by Hisamuddin Alam Shah ibni Almarhum Sultan Alaeddin Sulaiman Shah, Sultan of Selangor.', 'The United States launches the first weather satellite, TIROS-1.', 'The 1960 United States Census begins. There are 179,323,175 U.S. residents on this day. All people from Latin America are listed as white, including blacks from the Dominican Republic, European whites from Argentina and Mexicans who resemble Native Americans.', 'April 4 – At the 32nd Academy Awards Ceremony, Ben-Hur wins a record number of Oscars, including Best Picture.', 'April 9 – Gunman David Pratt shoots South African Prime Minister Hendrik Verwoerd in Johannesburg, wounding him seriously.', 'April 12 – Eric Peugeot, the youngest son of the founder of the Peugeot Corporation, is kidnapped in Paris. He is released on April 15, in exchange for $300,000 in ransom.', 'April 19 – April Revolution: South Korean students hold a nationwide pro-democracy protest against President Syngman Rhee, eventually leading him to resign from office.', ""April 21 – In Brazil, the country's capital (Federal District) is relocated from the city of Rio de Janeiro to the new city, Brasília, in the highlands. The actual city of Rio de Janeiro becomes the State of Guanabara."", 'April 27 – Togo gains independence from France, with the French-administered United Nations Trust Territory being terminated.']"
6,"[""May 1\nThe U-2 incident: Several Soviet surface-to-air missiles shoot down an American Lockheed U-2 spy plane. Its pilot, Francis Gary Powers of the Central Intelligence Agency, is captured.\nIn India, this day is declared as 'Maharashtra Divas', i.e., Maharashtra Day (also celebrated as 'Kaamgaar Divas', i.e., Workers Day)."", 'The U-2 incident: Several Soviet surface-to-air missiles shoot down an American Lockheed U-2 spy plane. Its pilot, Francis Gary Powers of the Central Intelligence Agency, is captured.', ""In India, this day is declared as 'Maharashtra Divas', i.e., Maharashtra Day (also celebrated as 'Kaamgaar Divas', i.e., Workers Day)."", 'May 3 – The European Free Trade Association (EFTA) is established.', 'May 4 – West German refugee minister Theodor Oberländer is dismissed because of his Nazi past.', 'May 6 – United States President Dwight D. Eisenhower signs the Civil Rights Act of 1960 into law..', 'May 10 – The U.S. nuclear-powered submarine USS\xa0Triton, under the command of Captain Edward L. Beach Jr., completes the first underwater circumnavigation of the Earth (codenamed Operation Sandblast).', 'May 11 – In Buenos Aires, four Mossad agents abduct fugitive Nazi war criminal Adolf Eichmann in order that he can be taken to Israel and put on trial (Eichmann is later convicted and executed).', ""May 13 – A joint Swiss and Austrian expedition makes the first ascent of the Asian mountain Dhaulagiri, the world's 7th highest mountain."", 'May 14 – The Kenyan African National Congress Party is founded in Kenya, when 3 political parties join forces.', 'May 15 – The satellite Sputnik 4 is launched into orbit by the Soviet Union.', 'May 16\nSoviet Premier Nikita Khrushchev demands an apology from President Dwight D. Eisenhower for the U-2 reconnaissance plane flights over the Soviet Union, thus aborting the summit meeting scheduled for Paris in 1960.\nTheodore Maiman operates the first laser.', 'Soviet Premier Nikita Khrushchev demands an apology from President Dwight D. Eisenhower for the U-2 reconnaissance plane flights over the Soviet Union, thus aborting the summit meeting scheduled for Paris in 1960.', 'Theodore Maiman operates the first laser.', 'May 18 – Real Madrid beats Eintracht Frankfurt 7–3 at Hampden Park, Glasgow, and wins the 1959–60 European Cup in Association football.', 'May 22 – The 9.4–9.6 Mw Valdivia earthquake affects Chile with a maximum Mercalli intensity of XII (Extreme). This megathrust earthquake ruptures from Arauco to Chiloé Archipelago, causing the most powerful earthquake on record and a destructive basin-wide tsunami.', 'May 23 – Prime Minister of Israel David Ben-Gurion announces that Nazi war criminal Adolf Eichmann has been captured.', ""May 27 – In Turkey, a bloodless military coup d'état removes President Celâl Bayar, and installs General Cemal Gürsel as the head of state."", 'May 30 – Cemal Gürsel forms the new government of Turkey (its 24th government, composed mostly of so-called ""technocrats"").']"
7,"[""June 1 – New Zealand's first television station begins broadcasting, in the city of Auckland."", 'June 5 – The Lake Bodom murders occur in Finland.', 'June 9 – 1960 Pacific typhoon season: Typhoon Mary kills 1,600 people in China.', 'June 10 – The ""Hagerty Incident"" – As part of the ongoing Anpo protests in Japan against the U.S.-Japan Security Treaty, a car carrying Dwight D. Eisenhower\'s press secretary James Hagerty and U.S. Ambassador to Japan Douglas MacArthur II is mobbed by protesters outside of Tokyo\'s Haneda Airport, requiring the occupants to be rescued by a U.S. Marine helicopter.', 'June 15\nThe ""June 15 Incident"" – As part of the massive Anpo protests against the U.S.-Japan Security Treaty in Japan, radical student activists from the Zengakuren student federation attempt to storm the National Diet compound, precipitating a battle with police in which female Tokyo University student Michiko Kanba is killed.\nThe BC Ferries company, later to become the second-largest ferry operator in the world, commences service between Tsawwassen and Swartz Bay, British Columbia, Canada.', 'The ""June 15 Incident"" – As part of the massive Anpo protests against the U.S.-Japan Security Treaty in Japan, radical student activists from the Zengakuren student federation attempt to storm the National Diet compound, precipitating a battle with police in which female Tokyo University student Michiko Kanba is killed.', 'The BC Ferries company, later to become the second-largest ferry operator in the world, commences service between Tsawwassen and Swartz Bay, British Columbia, Canada.', 'June 19 – The new U.S.-Japan Security Treaty is automatically ratified 30 days after passing the Lower House of the Diet.', 'June 20 – The short-lived Mali Federation, consisting of the Sudanese Republic (modern-day Republic of Mali) and Senegal, gains independence from France.', ""June 22 – 1960 Quebec general election: the ruling Union nationale, led by Antonio Barrette, is defeated by the Quebec Liberal Party, led by Jean Lesage, beginning the 'Quiet Revolution' in the historically conservative Canadian province."", 'June 23 – Japanese prime minister Nobusuke Kishi announces his resignation.', 'June 24\nJoseph Kasa-Vubu is elected as the first President of the independent Democratic Republic of the Congo.\nAssassination attempt of Venezuelan President Rómulo Betancourt.', 'Joseph Kasa-Vubu is elected as the first President of the independent Democratic Republic of the Congo.', 'Assassination attempt of Venezuelan President Rómulo Betancourt.', 'June 26\nThe State of Somaliland (the former British Somaliland protectorate) receives its independence from the United Kingdom. Five days later, it unites as scheduled with the Trust Territory of Somalia (the former Italian Somaliland), to form the Somali Republic.\nThe Malagasy Republic (Madagascar) becomes independent from France.', 'The State of Somaliland (the former British Somaliland protectorate) receives its independence from the United Kingdom. Five days later, it unites as scheduled with the Trust Territory of Somalia (the former Italian Somaliland), to form the Somali Republic.', 'The Malagasy Republic (Madagascar) becomes independent from France.', 'June 28 – King Bhumibol Adulyadej of Thailand arrives in Washington, D.C. for a 4-day royal visit to the U.S.', 'June 30\nThe Belgian Congo receives its independence from Belgium, as the Republic of the Congo (Léopoldville). A civil war follows shortly.\nPublic demonstrations by democratic and left forces against Italian government support of the post-fascist Italian Social Movement, are heavily suppressed by police.', 'The Belgian Congo receives its independence from Belgium, as the Republic of the Congo (Léopoldville). A civil war follows shortly.', 'Public demonstrations by democratic and left forces against Italian government support of the post-fascist Italian Social Movement, are heavily suppressed by police.']"
8,"['July 1\nGhana becomes a republic, and Kwame Nkrumah becomes its first President.\nCold War: A Soviet Air Force MiG-19 fighter plane flying north of Murmansk, Russia, over the Barents Sea, shoots down a six-man RB-47 Stratojet reconnaissance plane of the U.S. Air Force. Four of the U.S. Air Force officers are killed, and the two survivors are held prisoner in the Soviet Union.\nThe Trust Territory of Somaliland (the former Italian Somaliland) gains its independence from Italy. Concurrently, it unites as scheduled with the five-day-old State of Somaliland (the former British Somaliland) to form the Somali Republic.', 'Ghana becomes a republic, and Kwame Nkrumah becomes its first President.', 'Cold War: A Soviet Air Force MiG-19 fighter plane flying north of Murmansk, Russia, over the Barents Sea, shoots down a six-man RB-47 Stratojet reconnaissance plane of the U.S. Air Force. Four of the U.S. Air Force officers are killed, and the two survivors are held prisoner in the Soviet Union.', 'The Trust Territory of Somaliland (the former Italian Somaliland) gains its independence from Italy. Concurrently, it unites as scheduled with the five-day-old State of Somaliland (the former British Somaliland) to form the Somali Republic.', 'July 4 – Following the admission of the State of Hawaii as the 50th state in August 1959, the new (and current) 50-star Flag of the United States is first officially flown over Philadelphia.', 'July 10 – The Soviet Union national football team defeats the Yugoslavian national football team 2–1 in Paris, to win the first UEFA European Championship.', 'July 11 – Congo Crisis: Moise Tshombe declares the Congolese province of Katanga independent. He requests and receives help from Belgium.', 'July 12 – Chin Peng is exiled from Malaysia to Thailand, and the Malayan state of emergency is lifted.', 'July 14 – The United Nations Security Council decides to send troops to Katanga, to oversee the withdrawal of Belgian troops.', ""July 20 – Ceylon elects Mrs. Sirimavo Bandaranaike as its Prime Minister, the world's first elected female head of government (she takes office the following day)."", ""July 25 – The Woolworth Company's lunch counter in Greensboro, North Carolina, the location of a sit-in that has sparked demonstrations by Negroes across the Southern United States, serves a meal to its first black customer."", 'July 25–28 – In Chicago, the 1960 Republican National Convention nominates Vice President Richard Nixon as its candidate for President of the United States, and Henry Cabot Lodge Jr., as its candidate to become the new vice-president.']"
9,"['August 1 – Dahomey (modern-day Benin) becomes independent from France.', 'August 3 – Niger becomes independent from France.', 'August 5 – Upper Volta (modern-day Burkina Faso) becomes independent from France.', 'August 6 – In the Republic of the Congo (Léopoldville) (later the Democratic Republic of the Congo), Albert Kalonji declares the independence of the Autonomous State of South Kasai.', ""August 7\nThe Ivory Coast becomes independent from France.\nThe world's first standard gauge passenger preserved railway, the Bluebell Railway, opens to the public in southern England."", 'The Ivory Coast becomes independent from France.', ""The world's first standard gauge passenger preserved railway, the Bluebell Railway, opens to the public in southern England."", 'August 9 – The government of Laos is overthrown in a coup.', 'August 11 – Chad becomes independent from France.', 'August 13 – Ubangi-Shari becomes independent from France, as the Central African Republic. It later becomes the Central African Empire.', 'August 15 – Middle Congo becomes independent from France, as the Republic of Congo (Congo-Brazzaville).', 'August 16\nThe Mediterranean island of Cyprus receives its independence from the United Kingdom.\nJoseph Kittinger parachutes from a balloon over New Mexico at an altitude of about 102,800 feet (31,333 meters). Kittinger sets world records for: high-altitude jump; free-fall by falling 16.0 miles (25.7 kilometers) before opening his parachute; first space dive, and fastest speed attained by a human being without mechanical or chemical assistance, about 982 k.p.h (614 m.p.h.). Kittinger survives more or less uninjured. He is also the first man to make a solo crossing of the Atlantic Ocean in a gas balloon, and the first man fully to witness the spherical curvature of the Earth. (Felix Baumgartner breaks his space diving record in 2012.)', 'The Mediterranean island of Cyprus receives its independence from the United Kingdom.', 'Joseph Kittinger parachutes from a balloon over New Mexico at an altitude of about 102,800 feet (31,333 meters). Kittinger sets world records for: high-altitude jump; free-fall by falling 16.0 miles (25.7 kilometers) before opening his parachute; first space dive, and fastest speed attained by a human being without mechanical or chemical assistance, about 982 k.p.h (614 m.p.h.). Kittinger survives more or less uninjured. He is also the first man to make a solo crossing of the Atlantic Ocean in a gas balloon, and the first man fully to witness the spherical curvature of the Earth. (Felix Baumgartner breaks his space diving record in 2012.)', 'August 17\nThe newly named Beatles begin a 48-night residency at the Indra Club in Hamburg, West Germany.\nGabon becomes independent from France.\nThe trial of American U-2 pilot Francis Gary Powers begins in Moscow.', 'The newly named Beatles begin a 48-night residency at the Indra Club in Hamburg, West Germany.', 'Gabon becomes independent from France.', 'The trial of American U-2 pilot Francis Gary Powers begins in Moscow.', 'August 19\nCold War: Moscow, American U-2 pilot Francis Gary Powers is sentenced to 10 years in prison for espionage.\nSputnik program: The Soviet Union launches the satellite Sputnik 5, with the dogs Belka and Strelka (the Russian for ""Squirrel"" and ""Little Arrow""), 40 mice, two rats and a variety of plants. This satellite returns to Earth the next day and all animals are recovered safely.', 'Cold War: Moscow, American U-2 pilot Francis Gary Powers is sentenced to 10 years in prison for espionage.', 'Sputnik program: The Soviet Union launches the satellite Sputnik 5, with the dogs Belka and Strelka (the Russian for ""Squirrel"" and ""Little Arrow""), 40 mice, two rats and a variety of plants. This satellite returns to Earth the next day and all animals are recovered safely.', 'August 20 – Senegal breaks away from the Mali Federation, declaring its independence.', 'August 25 – The 1960 Summer Olympic Games begin in Rome.', 'August 29 – Hurricane Donna kills 50 people in Florida and New England.']"
10,"[""September 1\nSultan Hisamuddin Alam Shah, Sultan of Selangor and 2nd Yang di-Pertuan Agong of Malaysia, dies in office. He is replaced by Tuanku Syed Putra, Raja of Perlis.\nDisgruntled railroad workers effectively halt operations of the Pennsylvania Railroad in the United States, marking the first shutdown in the company's history (the event lasts two days)."", 'Sultan Hisamuddin Alam Shah, Sultan of Selangor and 2nd Yang di-Pertuan Agong of Malaysia, dies in office. He is replaced by Tuanku Syed Putra, Raja of Perlis.', ""Disgruntled railroad workers effectively halt operations of the Pennsylvania Railroad in the United States, marking the first shutdown in the company's history (the event lasts two days)."", 'September 2 – The first elections of the Parliament of the Central Tibetan Administration (in exile in India) are held. The Tibetan community observes this date as Democracy Day.', ""September 5\n1960 Summer Olympic Games: Muhammad Ali (at this time Cassius Clay) of the United States wins the gold medal in light-heavyweight boxing.\nCongolese President Joseph Kasa-Vubu dismisses Patrice Lumumba's entire government, and also places Lumumba under house arrest.\nPoet Léopold Sédar Senghor is the first elected President of Senegal."", '1960 Summer Olympic Games: Muhammad Ali (at this time Cassius Clay) of the United States wins the gold medal in light-heavyweight boxing.', ""Congolese President Joseph Kasa-Vubu dismisses Patrice Lumumba's entire government, and also places Lumumba under house arrest."", 'Poet Léopold Sédar Senghor is the first elected President of Senegal.', 'September 6 – William Hamilton Martin and Bernon F. Mitchell, two American cryptologists, announce their defection to the Soviet Union at a press conference in Moscow.', 'September 8 – In Huntsville, Alabama, U.S. President Dwight D. Eisenhower formally dedicates the Marshall Space Flight Center (which had been activated by NASA on July 1).', ""September 9 – The first regular season game in the American Football League (established as a rival league to the NFL) takes place at Boston's Nickerson Field. The Denver Broncos defeated the Boston Patriots, 13–10."", 'September 10 – 1960 Summer Olympic Games: Abebe Bikila of Ethiopia wins the gold medal in the marathon, running barefoot in a world time, and becoming the first person from Sub-Saharan Africa to win Olympic gold.', 'September 14\nColonel Joseph Mobutu takes power in Republic of the Congo via a military coup.\nThe Organization of Petroleum Exporting Countries (OPEC) is founded by Iran, Iraq, Kuwait, Saudi Arabia, and Venezuela.', 'Colonel Joseph Mobutu takes power in Republic of the Congo via a military coup.', 'The Organization of Petroleum Exporting Countries (OPEC) is founded by Iran, Iraq, Kuwait, Saudi Arabia, and Venezuela.', ""September 21 — Mexican President Adolfo López Mateos nationalizes the country's electrical system."", 'September 22 – Mali, the sole remaining member of the ""Mali Federation"" (following the withdrawal of Senegal one month earlier), declares its full independence as the Republic of Mali.']"
