Month No.,Month-Day(s)-Events
1,"[""January 7 – Italian premier Benito Mussolini and French Foreign Minister Pierre Laval conclude an agreement, in which each power agrees not to oppose the other's colonial claims."", 'January 12 – Amelia Earhart becomes the first person to successfully complete a solo flight from Hawaii to California, a distance of 2,408 miles.', 'January 13 – A plebiscite in the Territory of the Saar Basin shows that 90.3% of those voting wish to join Germany.', 'January 24 – The first canned beer is sold in Richmond, Virginia, United States, by Gottfried Krueger Brewing Company.']"
2,"['February 6 – Parker Brothers begins selling the board game Monopoly in the United States.', 'February 13 – Richard Hauptmann is convicted and sentenced to death for the kidnapping and murder of Charles Lindbergh Jr. in the United States.', ""February 15 – The discovery and clinical development of Prontosil, the first broadly effective antibiotic, is published in a series of articles by Gerhard Domagk and others in Germany's pre-eminent medical journal, Deutsche Medizinische Wochenschrift."", 'February 26\nIn Nazi Germany, Adolf Hitler orders reinstatement of the air force, the Luftwaffe, in violation of the 1919 Treaty of Versailles.\nRobert Watson-Watt first demonstrates the use of radar to detect aircraft, at Daventry in the UK.', 'In Nazi Germany, Adolf Hitler orders reinstatement of the air force, the Luftwaffe, in violation of the 1919 Treaty of Versailles.', 'Robert Watson-Watt first demonstrates the use of radar to detect aircraft, at Daventry in the UK.']"
3,"[""March 1\n1935 Greek coup d'état attempt: Nikolaos Plastiras, Anastasios Papoulas and other Venizelists lead a coup against the People's Party government in Greece. The attempt is suppressed by March 11, and the leaders condemned to death for treason.\nİsmet İnönü forms the new government in Turkey (the 8th government; during Atatürk's presidency, İnönü has served seven times as a prime minister)."", ""1935 Greek coup d'état attempt: Nikolaos Plastiras, Anastasios Papoulas and other Venizelists lead a coup against the People's Party government in Greece. The attempt is suppressed by March 11, and the leaders condemned to death for treason."", ""İsmet İnönü forms the new government in Turkey (the 8th government; during Atatürk's presidency, İnönü has served seven times as a prime minister)."", 'March 2 – King Prajadhipok (Rama VII) of Siam abdicates the throne; he is succeeded by his 9-year-old-nephew Ananda Mahidol (Rama VIII).', 'March 16 – Adolf Hitler announces German re-armament in violation of the 1919 Treaty of Versailles.', 'March 19 – Harlem riot of 1935: A race riot breaks out in Harlem (New York City), after a rumor circulates that a teenage Puerto Rican shoplifter in the S. H. Kress & Co. department store has been brutally beaten.', 'March 21 – Reza Shah of Iran asks the international community to formally adopt the name ""Iran"" to refer to the country, in place of the name ""Persia"".', ""March 22 – The world's first regular television program (by Fernsehsender Paul Nipkow) is transmitted from the Funkturm in Berlin, Germany.""]"
4,"['April 14 – Dust Bowl: ""Black Sunday"", the great dust storm in the United States hits eastern New Mexico and Colorado, and western Oklahoma the hardest (it will be made famous by Woody Guthrie, in his ""dust bowl ballads"").', 'April 15 – The Roerich Pact, a Pan-American treaty on the protection of cultural artefacts, is signed in Washington, D.C.', 'April 17 – Sun Myung Moon, a teenage Presbyterian convert in Korea under Japanese rule, claims to have a revelation from Jesus, telling him to complete his mission from almost 2,000 years ago.', ""April 24 – William Christian Bullitt Jr., the United States Ambassador to the Soviet Union, hosts the elaborately prepared Spring Ball of the Full Moon, which is said to have surpassed all other embassy parties in Moscow's history."", 'April 27 – Sheffield Wednesday beat West Bromwich Albion 4–2 at Wembley Stadium in England to win the FA Cup final.', 'April 29 – The first edition of the Vuelta a España is raced, and goes on to become one of the 3 Grand Tours of road bicycle racing.']"
5,"['May 13 – T. E. Lawrence (""Lawrence of Arabia"") is involved in a motorcycle accident, near his home in Dorset, England, resulting in his death a few days later.', 'May 14 – Northamptonshire County Cricket Club gains (over Somerset at Taunton by 48 runs) what proves to be their last victory for 99 matches, easily a record in the County Championship. Their next Championship win is not until May 29, 1939.', 'May 15 – Joseph Stalin opens the Moscow Metro to the public.', 'May 21 – In Nazi Germany, Adolf Hitler announces the reintroduction of conscription to the Wehrmacht, in violation of the 1919 Treaty of Versailles.', 'May 27 – Schechter Poultry Corp. v. United States (the ""Sick Chicken Case""): The Supreme Court of the United States declares that the National Industrial Recovery Act, a major component of the New Deal, is unconstitutional.', 'May 29 – The French Compagnie Générale Transatlantique ocean liner SS\xa0Normandie sets out on her maiden voyage from Le Havre to New York, which she will reach in 4 days, 3 hours and 14 minutes, taking the Blue Riband; she gains the eastbound record on her return passage.', 'May 31\n1935 Quetta earthquake: A 7.1 magnitude earthquake destroys Quetta in modern-day Pakistan, killing 40,000.\nTwentieth Century Pictures and Fox Film Corporation combine to form 20th Century Fox Film Corporation.', '1935 Quetta earthquake: A 7.1 magnitude earthquake destroys Quetta in modern-day Pakistan, killing 40,000.', 'Twentieth Century Pictures and Fox Film Corporation combine to form 20th Century Fox Film Corporation.']"
6,"[""June 9 – He–Umezu Agreement: China's Kuomintang government concedes Japanese military control of north-eastern China."", 'June 10 – Alcoholics Anonymous is founded in Akron, Ohio, United States, by William G. Wilson and Dr. Robert Smith.', 'June 12 – The Chaco War between Paraguay and Bolivia ends.', 'June 13 – James J. Braddock defeats Max Baer at Madison Square Garden Bowl, to win the heavyweight boxing championship of the world.', 'June 18 – Anglo-German Naval Agreement: Britain agrees to a German navy equal to 35% of her own naval tonnage.', 'June 24 – Carlos Gardel, the legendary Franco-Argentine ""Father of Tango"", dies in a plane crash in Medellín, Colombia.']"
7,"['July 1 – RMS\xa0Mauretania\xa0(1906) sails from Southampton to Rosyth to be broken up.', 'July 22 – Inauguration of the Brazilian radiophonic program A Voz do Brasil.', 'July 25–August 20 – The seventh and last congress of the Comintern is held.']"
8,"['August 2 – The Government of India Act is passed by the British Parliament, making provision for the establishment of a ""Federation of India"" and a degree of autonomy.', 'August 13 – An estimated 250 people are killed when a dam bursts near Ovada, Italy.', 'August 14 – United States President Franklin D. Roosevelt signs the Social Security Act into law.', 'August 16 – Representatives of France, Britain and Italy meet in Paris in an unsuccessful attempt to negotiate a solution to the Abyssinia Crisis.']"
9,"['September 2 – 1935 Labor Day hurricane: The strongest hurricane ever to strike the United States landfalls in the Upper Florida Keys as a Category 5 storm with 185\xa0mph winds, killing 423.', 'September 3 – English driver Sir Malcolm Campbell becomes the first person to drive an automobile at 300 miles per hour in Blue Bird, establishing a new absolute land speed record of 301.337\xa0mph (484.955\xa0km/h) on the Bonneville Salt Flats in Utah.', 'September 13 – American aviator Howard Hughes, flying the Hughes H-1 Racer, sets an airspeed record of 352\xa0mph (566\xa0km/h).', 'September 15 – The Nuremberg Laws go into effect in Germany, removing citizenship from Jews.', 'September 17 – Manuel L. Quezon is elected 2nd President of the Philippines.', 'September 24 – Earl W. Bascom and his brother Weldon produce the first night rodeo held outdoors under electric lights, at Columbia, Mississippi.', ""September 29 – The London and North Eastern Railway's first A4 Class streamlined steam locomotive A4 2509 Silver Link makes her inaugural journey, from London King's Cross."", ""September 30\nU.S. President Franklin D. Roosevelt dedicates the Hoover Dam.\nThe London and North Eastern Railway commences the Silver Jubilee, Britain's first streamline train service."", 'U.S. President Franklin D. Roosevelt dedicates the Hoover Dam.', ""The London and North Eastern Railway commences the Silver Jubilee, Britain's first streamline train service.""]"
10,"['October 2–3 – The Second Italo-Ethiopian War begins, as Italian General Emilio De Bono invades Ethiopia.', 'October 10 – A tornado destroys the 160 metre tall wooden radio tower in Langenberg, Germany. As a result of this catastrophe, wooden radio towers are phased out.', 'October 14 – 1935 Canadian federal election: The Liberal Party of William Lyon Mackenzie King wins a majority government, defeating the Conservative Party of Prime Minister R. B. Bennett.', 'October 21 – Grant v Australian Knitting Mills, a landmark case in consumer law, is decided on appeal in the Judicial Committee of the Privy Council in the U.K.', 'October 22 - The Chinese Communist Party settles in Shaanxi after the Long March.']"
