Month No.,Month-Day(s)-Events
1,"['January – British physicist Sir Joseph Larmor publishes his observations on ""The Influence of Local Atmospheric Cooling on Astronomical Refraction"".', 'January 1\nWWI: British Royal Navy battleship HMS Formidable is sunk off Lyme Regis, Dorset, England, by an Imperial German Navy U-boat, with the loss of 547 crew.\nBattle of Broken Hill: A train ambush near Broken Hill, New South Wales, Australia, is carried out by two men (claiming to be in support of the Ottoman Empire) who are killed, together with 4 civilians.', 'WWI: British Royal Navy battleship HMS Formidable is sunk off Lyme Regis, Dorset, England, by an Imperial German Navy U-boat, with the loss of 547 crew.', 'Battle of Broken Hill: A train ambush near Broken Hill, New South Wales, Australia, is carried out by two men (claiming to be in support of the Ottoman Empire) who are killed, together with 4 civilians.', 'January 5 – Joseph E. Carberry sets an altitude record of 11,690 feet (3,560\xa0m), carrying Capt. Benjamin Delahauf Foulois as a passenger, in a fixed-wing aircraft.', ""January 12\nThe United States House of Representatives rejects a proposal to give women the right to vote.\nA Fool There Was premières in the United States, starring Theda Bara as a femme fatale; she quickly becomes one of early cinema's most sensational stars."", 'The United States House of Representatives rejects a proposal to give women the right to vote.', ""A Fool There Was premières in the United States, starring Theda Bara as a femme fatale; she quickly becomes one of early cinema's most sensational stars."", 'January 17 – WWI: Caucasus Campaign – Battle of Sarikamish: Russia defeats Ottoman Turkey.', 'January 18 – Twenty-One Demands from Japan to China are made.', ""January 19\nGeorges Claude patents the neon discharge tube for use in advertising.\nWWI: German Zeppelins bomb the coastal towns of Great Yarmouth and King's Lynn in England for the first time, killing more than 20."", 'Georges Claude patents the neon discharge tube for use in advertising.', ""WWI: German Zeppelins bomb the coastal towns of Great Yarmouth and King's Lynn in England for the first time, killing more than 20."", 'January 21 – Kiwanis is founded in Detroit, Michigan, as The Supreme Lodge Benevolent Order Brothers.', 'January 23 – Chilembwe uprising: Baptist minister John Chilembwe initiates an ultimately unsuccessful uprising against British colonial rule in Nyasaland (modern-day Malawi).', 'January 24 – WWI: Battle of Dogger Bank: The British Grand Fleet defeats the German High Seas Fleet, sinking the armoured cruiser SMS\xa0Blücher.', 'January 25 - The first United States coast-to-coast long-distance telephone call is facilitated by a newly invented vacuum tube amplifier, ceremonially inaugurated by Alexander Graham Bell in New York City and his former assistant Thomas A. Watson, in San Francisco, California.', 'January 26\nWWI: The Ottoman Army begins the Raid on the Suez Canal.\nThe Rocky Mountain National Park is established by an act of the United States Congress.', 'WWI: The Ottoman Army begins the Raid on the Suez Canal.', 'The Rocky Mountain National Park is established by an act of the United States Congress.', ""January 27 – WWI: French military casualties begin arriving at the Hôpital Temporaire d'Arc-en-Barrois, established earlier in the month by British volunteers."", 'January 28 – An act of the United States Congress designates the United States Coast Guard, began in 1790, as a military branch.', ""January 31 – WWI: Battle of Bolimów – Germany's first large-scale use of poison gas as a weapon occurs, when 18,000 artillery shells containing liquid xylyl bromide tear gas are fired on the Imperial Russian Army, on the Rawka River west of Warsaw; however, freezing temperatures prevent it being effective.""]"
2,"['February – While working as a cook at New York\'s Sloane Hospital for Women under an assumed name, ""Typhoid Mary"" (an asymptomatic carrier of typhoid fever) infects 25 people, and is placed in quarantine for life on March 27.', 'February 4 – The Maritz Rebellion of disaffected Boers against the government of the Union of South Africa ends with the surrender of the remaining rebels.', 'February 8 – The controversial film The Birth of a Nation, directed by D. W. Griffith, premieres in Los Angeles. It will be the highest-grossing film for around 25 years.', 'February 18 – WWI: Germany regards the waters around the British Isles to be a war zone from this date, as part of its U-boat Campaign.', 'February 20 – In San Francisco, the Panama–Pacific International Exposition is opened.', 'February 25 – Armenian genocide: The Ottoman Empire transfers Armenians from its armed forces to unarmed Ottoman labour battalions.']"
3,"['March – The 1915 Palestine locust infestation breaks out in Palestine; it continues until October.', 'March 2 – Armenian genocide: Earliest recorded deportations.', 'March 3 – The National Advisory Committee for Aeronautics, the predecessor of NASA, is founded in the United States.', 'March 10–13 – WWI: Battle of Neuve Chapelle – In the first deliberately planned British offensive of the war, British Indian troops overrun German positions in France, but are unable to sustain the advance.', 'March 11 – WWI: British armed merchantman HMS\xa0Bayano\xa0(1913) is sunk in the North Channel off the coast of Scotland by Imperial German Navy U-boat SM U-27. Around 200 crew are lost, a number of bodies being washed up on the Isle of Man, with only 26 saved.', 'March 14 – WWI:\nBattle of Más a Tierra: Off the coast of Chile, the British Royal Navy forces the Imperial German Navy light cruiser SMS Dresden (last survivor of the German East Asia Squadron) to scuttle.\nConstantinople Agreement: Britain, France and the Russian Empire agree to give Constantinople (Istanbul) and the Bosphorus to Russia in case of victory (the treaty is later nullified by the Bolshevik Revolution).', 'Battle of Más a Tierra: Off the coast of Chile, the British Royal Navy forces the Imperial German Navy light cruiser SMS Dresden (last survivor of the German East Asia Squadron) to scuttle.', 'Constantinople Agreement: Britain, France and the Russian Empire agree to give Constantinople (Istanbul) and the Bosphorus to Russia in case of victory (the treaty is later nullified by the Bolshevik Revolution).', 'March 18 – WWI:\nGallipoli campaign: A Franco-British naval attack on the Dardanelles fails.\nBritish Royal Navy battleship HMS\xa0Dreadnought\xa0(1906) sinks German submarine U-29 with all hands in the Pentland Firth off the coast of Scotland by ramming her, the only time this tactic is known to have been successfully used by a battleship.', 'Gallipoli campaign: A Franco-British naval attack on the Dardanelles fails.', 'British Royal Navy battleship HMS\xa0Dreadnought\xa0(1906) sinks German submarine U-29 with all hands in the Pentland Firth off the coast of Scotland by ramming her, the only time this tactic is known to have been successfully used by a battleship.', 'March 19 – Pluto is photographed for the first time, but is not classified as a planet.', 'March 26 – The Vancouver Millionaires win the Stanley Cup in ice hockey over the Ottawa Senators, 3 games to 0.', 'March 28 – The first Roman Catholic liturgy at the newly consecrated Cathedral of Saint Paul, Minnesota, is celebrated by Archbishop John Ireland.']"
4,"['April 5 – Boxer Jess Willard, the latest ""Great White Hope"", defeats Jack Johnson with a 26th-round knockout in sweltering heat, at Havana, Cuba. Willard becomes very popular among white Americans, for ""bringing back the championship to the white race"".', ""April 11 – Charlie Chaplin's film The Tramp is released in the United States."", 'April 22 – WWI: Start of Second Battle of Ypres – Germany makes its first large scale use of poison gas on the Western Front.', 'April 24 – Armenian genocide: deportation of Armenian notables from Istanbul begins.', 'April 25 – WWI: Start of the Gallipoli Campaign by land forces (lasting until January 1916) – A landing at Anzac Cove is conducted by Australian and New Zealand Army Corps, and a landing at Cape Helles by British and French troops, to begin the Allied invasion of the Gallipoli peninsula in the Ottoman Empire.']"
5,"['April 26 – Treaty of London: Italy secretly agrees to leave the Triple Alliance with Germany and Austria-Hungary, and join with the Entente Powers, in exchange for certain territories of Austria-Hungary on its borders.']"
6,"['May 1 –  WWI:\nGeneral Louis Botha, Prime Minister of South Africa, leads the army in the occupation of German South West Africa.\nThe Battle of Gorlice begins. It is one of the bloodiest battles of World War I.', 'General Louis Botha, Prime Minister of South Africa, leads the army in the occupation of German South West Africa.', 'The Battle of Gorlice begins. It is one of the bloodiest battles of World War I.', 'May 3 – Canadian soldier John McCrae writes the poem ""In Flanders Fields"".', 'May 5 – WWI: Forces of the Ottoman Empire begin shelling ANZAC Cove from a new position behind their lines.', 'May 6 – Imperial Trans-Antarctic Expedition: The SY Aurora broke loose from its anchorage during a gale, beginning a 312-day ordeal.', ""May 7 – WWI: Sinking of the RMS Lusitania: RMS\xa0Titanic's main rival, the British ocean liner RMS\xa0Lusitania, is sunk by Imperial German Navy U-boat U-20 off the south-west coast of Ireland, killing 1,198 civilians en route from New York City to Liverpool. The best-known of the celebrities on board was Alfred Gwynne Vanderbilt. American sportsman (b. 1877)"", 'May 9 – WWI – Second Battle of Artois: German and French forces fight to a standstill; German forces defeat the British at the Battle of Aubers Ridge.', 'May 17 – The last purely Liberal government in the United Kingdom ends, when the prime minister H. H. Asquith forms an all-party coalition government, the Asquith coalition ministry, effective May 25.', 'May 19 – WWI: The third attack on Anzac Cove by Ottoman forces is repelled by the Australian and New Zealand Army Corps.', 'May 22\nQuintinshill rail disaster in Scotland: The collision and fire kill 226, mostly troops, the largest number of fatalities in a rail accident in the United Kingdom.\nLassen Peak, one of the Cascade Volcanoes in California, erupts, sending an ash plume 30,000 feet in the air, and devastating the nearby area with pyroclastic flows and lahars. It is the only volcano to erupt in the contiguous United States this century, until the 1980 eruption of Mount St. Helens.', 'Quintinshill rail disaster in Scotland: The collision and fire kill 226, mostly troops, the largest number of fatalities in a rail accident in the United Kingdom.', 'Lassen Peak, one of the Cascade Volcanoes in California, erupts, sending an ash plume 30,000 feet in the air, and devastating the nearby area with pyroclastic flows and lahars. It is the only volcano to erupt in the contiguous United States this century, until the 1980 eruption of Mount St. Helens.', 'May 23 – WWI: Italy joins the Allies after declaring war on Austria-Hungary.', 'May 25 – China agrees to the Twenty-One Demands of the Japanese.', 'May 27 – Armenian genocide: The Tehcir Law is promulgated by the Turkish Ottoman Empire authorizing deportation of the Ottoman Armenian population to Deir ez-Zor in the Syrian desert, leading to the deaths of anywhere between 800,000 and over 1,500,000 civilians and confiscation of their property.', 'May 28 – International Congress of Women meets at the Hague as a major peace initiative.', 'May 29 – Teófilo Braga becomes president of Portugal.']"
7,"['June – Armenian genocide: 15,000 civilians from the Ottoman Armenian population of Bitlis are massacred by Ottoman Turks and Kurds.', 'June 3 – Mexican Revolution: Troops of Álvaro Obregón and Pancho Villa clash at León; Obregón loses his right arm in a grenade attack, but Villa is decisively defeated.', ""June 5 – Women's suffrage in national elections is introduced in Denmark."", ""June 9 – U.S. Secretary of State William Jennings Bryan resigns over a disagreement regarding his nation's handling of the sinking of the RMS Lusitania."", 'June 11 – Friar Leonard Melki and hundreds of other Christians are driven out of Mardin and massacred by Ottoman troops.', ""June 16 – Women's Institutes are established in Britain."", ""June 19 – In Iceland, at this time a dependency of Denmark:\nWomen's suffrage is granted to those over 40.\nThe modern civil flag of Iceland is adopted officially."", ""Women's suffrage is granted to those over 40."", 'The modern civil flag of Iceland is adopted officially.']"
8,"['July\nWWI: South West Africa Campaign – The Union of South Africa occupies German South West Africa with assistance from Canada, the United Kingdom, the Portuguese Republic and Portuguese Angola. South Africa will occupy South West Africa until March 1990.\nArmenian genocide: 17,000 civilians from the Ottoman Armenian population of Trebizond are massacred by Ottoman Turks.', 'WWI: South West Africa Campaign – The Union of South Africa occupies German South West Africa with assistance from Canada, the United Kingdom, the Portuguese Republic and Portuguese Angola. South Africa will occupy South West Africa until March 1990.', 'Armenian genocide: 17,000 civilians from the Ottoman Armenian population of Trebizond are massacred by Ottoman Turks.', 'July 1 – WWI: In aerial warfare, German fighter pilot Kurt Wintgens becomes the first person to shoot down another plane, using a machine gun equipped with synchronization gear.', 'July 7\nAn extremely overloaded International Railway (New York–Ontario) trolleycar with 157 passengers crashes near Queenston, Ontario, resulting in 15 casualties.\nSinhalese militia captain Henry Pedris is executed in British Ceylon for inciting race riots, a charge later proved false; he becomes a hero of the Sri Lankan independence movement.', 'An extremely overloaded International Railway (New York–Ontario) trolleycar with 157 passengers crashes near Queenston, Ontario, resulting in 15 casualties.', 'Sinhalese militia captain Henry Pedris is executed in British Ceylon for inciting race riots, a charge later proved false; he becomes a hero of the Sri Lankan independence movement.', 'July 9 – WWI: Theodore Seitz, governor of German South West Africa, surrenders to General Louis Botha, between Otavi and Tsumeb.', 'July 11 – WWI: Battle of Rufiji Delta – German cruiser SMS\xa0Königsberg\xa0(1905) is forced to scuttle in the Rufiji River, German East Africa (present-day Tanzania).', 'July 14 – The McMahon–Hussein Correspondence between Hussein bin Ali, Sharif of Mecca and the British official Henry McMahon concerning the Arab revolt against the Ottoman Empire begins; in exchange for assistance against the Ottomans, the British offer bin Ali their recognition of an independent Arab kingdom, although clear terms are never agreed.', 'July 22 – WWI: The ""Great Retreat"" is ordered on the Eastern Front; Russian forces pull back out of Poland (at this time part of the Russian Empire), taking machinery and equipment with them.', 'July 24 – Steamer Eastland capsizes in central Chicago, with the loss of 844 lives.', 'July 28 – The American occupation of Haiti (1915–34) begins.']"
9,"['August 5–23 – Hurricane Two of the 1915 Atlantic hurricane season over Galveston and New Orleans leaves 275 dead.', 'August 6 – WWI: Battle of Sari Bair – The Allies mount a diversionary attack timed to coincide with a major Allied landing of reinforcements at Suvla Bay.', 'August 16 – WWI: The Allies promises the Kingdom of Serbia, should victory be achieved over Austria-Hungary and its allied Central Powers, the territories of Baranja, Srem and Slavonia from the Cisleithanian part of the Dual Monarchy, Bosnia and Herzegovina, and eastern Dalmatia (from the river of Krka to Bar).']"
10,"['September 5 – The Zimmerwald Conference begins in Switzerland.', 'September 6 – The prototype military tank is first tested by the British Army.', 'September 7 – Cartoonist John B. Gruelle is given a patent for his Raggedy Ann doll.', 'September 8 – WWI: A Zeppelin raid destroys No. 61 Farringdon Road, London; it is rebuilt in 1917, and called The Zeppelin Building.', 'September 11 – The Pennsylvania Railroad begins electrified commuter rail service between Paoli and Philadelphia, using overhead AC trolley wires for power. This type of system is later used in long-distance passenger trains between New York City, Washington, D.C., and Harrisburg, Pennsylvania.', 'September 12 – French soldiers rescue over 4,000 Armenian genocide survivors stranded on Musa Dagh, a mountain in the Hatay province of Turkey.', ""September 25–October 14 – WWI: Battle of Loos – British forces take the French town of Loos, but with substantial casualties, and are unable to press their advantage. This is the first time the British use poison gas in World War I, and also their first large-scale use of 'New' (or Kitchener's Army) units."", 'September 30 – WWI: Serbian Army private Radoje Ljutovac becomes the first soldier in history to shoot down an enemy aircraft, with ground-to-air fire.']"
